Lexeme	WC	Flexion
ajorsaateqa¦rpoq	V	–nngilaq
ajorsaatig¦aa	V	–inngilaa
ajorsaatiginngilaa	V	(no generation)
ajorsaatil¦ik	N	{–iup, –lip, –lup}, –lit
ajorsangaarne¦q	N	–rup, –rit
ajorsapanna¦rpoq	V	–nngilaq
ajorsapanne¦q	N	–rup, –rit
ajorsapa¦ppoq	V	–nngilaq
ajorsarnaa¦ppoq	V	–nngilaq
ajorsarnaaqutaa¦voq	V	–nngilaq
ajorsarna¦rpoq	V	–nngilaq
ajorsarne¦q	N	–rup, –rit
ajorsa¦rpoq	V	–nngilaq
ajorsarti¦ppaa	V	–nngilaa
ajorsartitaas¦oq	N	–up, –ut
ajorsartitaa¦voq	V	–nngilaq
ajorsartitsine¦q	N	–rup, –rit
ajorsart¦oq	N	–up, –ut
ajorsiart¦orpoq	V	–unngilaq
ajorsiartuinnarpoq	V	(no generation)
ajorsigaluttuinnarpoq	V	(no generation)
ajorsilluinnaqqissaarpoq	V	(no generation)
ajorsillu¦innarpoq	V	{–aannanngilaq, –innanngilaq}
ajorsillu¦innarpoq	V	{–innanngilaq, –aannanngilaq}
ajorsi¦ppaa	V	–nngilaa
ajorsi¦ppoq	V	–nngilaq
ajorsi¦sippaa	V	{–sinngilaa, –tinngilaa}
ajorsitassaanngits¦oq	N	–up, –ut
ajorsitsaarfig¦aa	V	–inngilaa
ajorsitsaa¦rpaa	V	–nngilaa
ajorsitsaa¦rpoq	V	–nngilaq
ajorsi¦vaa	V	–nngilaa
ajorsi¦voq	V	–nngilaq
ajorsor¦aa	V	–inngilaa
ajorsu¦seq	N	–tsip, –tsit
ajortaaja¦rpaa	V	–nngilaa
ajortaa¦ppoq	V	–nngilaq
ajortaaru¦ppoq	V	–tinngilaq
ajortaarussut	N	–ip, –it
ajortaarussutig¦aa	V	–inngilaa
ajortaats¦oq	N	–up, –ut
ajorteqanngilaq	V	(no generation)
ajorteqanngits¦oq	N	–up, –ut
ajorti	N	–p, –t
ajortias¦oq	N	–up, –ut
ajortil¦ik	N	{–iup, –lip, –lup}, –lit
ajortilinngorne¦q	N	–rup, –rit
ajortilissu¦usoq	N	{–aasup, –usup}, {–aasut, –usut}
ajortilius¦oq	N	–up, –ut
ajortiliussu¦seq	N	–tsip, –tsit
ajortinne¦q	N	–rup, –rit
ajorti¦ppaa	V	–nngilaa
ajorti¦ppoq	V	–nngilaq
ajortisaa¦rpaa	V	–nngilaa
ajortisa¦rpaa	V	–nngilaa
ajortisia¦q	N	–p, –t
ajortitsiniutaas¦oq	N	–up, –ut
ajort¦oorpoq	V	–uunngilaq
Ajort¦oq	N	–up, –ut
ajort¦oq	N	–up, –ut
ajortorpassuit	N, pl.	-
Ajortorsu¦aq	N	–up, –it
ajortorsu¦aq	N	–up, –it
ajortuliaa¦seq	N	–tsip, –tsit
ajortulia¦q	N	–p, –t
ajortuliaqangaart¦oq	N	–up, –ut
ajortulia¦rpoq	V	–nngilaq
ajortuliffig¦aa	V	–inngilaa
ajortuline¦q	N	–rup, –rit
ajortuliorfig¦aa	V	–inngilaa
ajortuli¦orpoq	V	–unngilaq
ajortuliorsimanngits¦oq	N	–up, –ut
ajortuliorsimas¦oq	N	–up, –ut
ajortuliort¦oq	N	–up, –ut
ajortuliungaarne¦q	N	–rup, –rit
ajortuliungaart¦oq	N	–up, –ut
ajortuli¦voq	V	–nngilaq
ajortumeerin¦iaqatigiinneq	N	{–iaqatigiinnerup, –ninniaqatigiinnerup}, {–iaqatigiinnerit, –ninniaqatigiinnerit}
ajortumeerin¦iarneq	N	{–iarnerup, –ninniarnerup}, {–iarnerit, –ninniarnerit}
ajortumeeri¦voq	V	{–nngilaq, –nninngilaq}
ajortumeerne¦q	N	–rup, –rit
ajortum¦eerneq	N	{–eernerup, –inngaanneernerup}, {–eernerit, –inngaanneernerit}
ajortumeerneqarsinnaanngits¦oq	N	–up, –ut
ajortum¦eerneqarsinnaanngitsoq	N	{–eerneqarsinnaanngitsup, –inngaanneerneqarsinnaanngitsup}, {–eerneqarsinnaanngitsut, –inngaanneerneqarsinnaanngitsut}
ajortum¦eerpaa	V	–iinngilaa
ajortum¦eerpoq	V	{–iinngilaq, –inngaanniinngilaq}
ajortum¦eerpoq	V	–iinngilaq
ajortumiitsaaliugaane¦q	N	–rup, –rit
ajortumi¦itsaaliugaaneq	N	{–itsaaliugaanerup, –nngaanniitsaaliugaanerup}, {–itsaaliugaanerit, –nngaanniitsaaliugaanerit}
ajortunngoriartuinna¦rpoq	V	–nngilaq
ajortunngorne¦q	N	–rup, –rit
ajortunng¦orpoq	V	–unngilaq
ajortunngorsa¦rpaa	V	–nngilaa
ajortunngorsimanngits¦oq	N	–up, –ut
ajortunngorsimaqis¦oq	N	–up, –ut
ajortunngorsimas¦oq	N	–up, –ut
ajortunngorsimassu¦seq	N	–tsip, –tsit
ajortunngorti¦ppaa	V	–nngilaa
ajortunngortitsine¦q	N	–rup, –rit
ajortunngortitsineqarne¦q	N	–rup, –rit
ajortunngujaassu¦seq	N	–tsip, –tsit
ajortunngujaats¦oq	N	–up, –ut
ajortunngujaatsuu¦voq	V	–nngilaq
ajortunngujanngilaq	V	(no generation)
ajortunngunngilaq	V	(no generation)
ajortuu¦voq	V	–nngilaq
ajorukku¦ppaa	V	–tinngilaa
ajorunanngilaq	V	(no generation)
ajorunaqaaq	V	(no generation)
ajoruna¦rpoq	V	–nngilaq
ajorunnaami¦voq	V	–nngilaq
ajorunnaariartorne¦q	N	–rup, –rit
ajorunnaarne¦q	N	–rup, –rit
ajorunnaa¦rpoq	V	–nngilaq
ajorunnaarsaane¦q	N	–rup, –rit
ajorunnaar¦saataasoq	N	{–saataasup, –taataasup}, {–saataasut, –taataasut}
ajorunnaarsa¦rpaa	V	–nngilaa
ajorunnaarsaruminaats¦oq	N	–up, –ut
ajorunnaars¦erpaa	V	–inngilaa
ajorunnaarsinnaanngits¦oq	N	–up, –ut
ajorunnaarsinneqa¦rpoq	V	–nngilaq
ajorunnaarsinnia¦rpaa	V	–nngilaa
ajorunnaarsi¦ppaa	V	–nngilaa
ajorunnaarsitsis¦oq	N	–up, –ut
ajorunnaarsitsi¦voq	V	–nngilaq
ajorunng¦orpoq	V	–unngilaq
ajorunngujuits¦oq	N	–up, –ut
ajorusuutig¦aa	V	–inngilaa
ajoruumm¦erpoq	V	–inngilaq
ajoruummiallappoq	V	(no generation)
ajoruummisi¦ppaa	V	–nngilaa
ajuaa¦raq	N	–qqap, –qqat
ajuaasa¦q	N	–p, –t
ajualissu¦uvoq	V	{–aanngilaq, –unngilaq}
ajuallaatig¦aa	V	–inngilaa
ajuallajas¦oq	N	–up, –ut
ajuallaja¦voq	V	–nngilaq
ajuallakkajuppoq	V	(no generation)
ajuallakkajutt¦oq	N	–up, –ut
ajuallakkaluarnikuu¦voq	V	–nngilaq
ajuallangaa¦rpoq	V	–nngilaq
ajuallannaqaaq	V	(no generation)
ajuallanna¦rpoq	V	–nngilaq
ajuallannart¦oq	N	–up, –ut
ajuallannartortaqanngits¦oq	N	–up, –ut
ajuallanne¦q	N	–rup, –rit
ajualla¦ppoq	V	–nngilaq
ajuallaqqu¦aa	V	–nngilaa
ajuallassaa¦rpaa	V	–nngilaa
ajuallatsinneqart¦oq	N	–up, –ut
ajuallatsi¦ppaa	V	–nngilaa
ajuallatsitaane¦q	N	–rup, –rit
ajuallatsitsine¦q	N	–rup, –rit
ajuallatsitsis¦oq	N	–up, –ut
ajuallatsitsissutaas¦oq	N	–up, –ut
ajuallatsitsissutaa¦voq	V	–nngilaq
ajuallatsitsiumanngissuseqarne¦q	N	–rup, –rit
ajuallatsitsi¦voq	V	–nngilaq
ajuallatt¦oq	N	–up, –ut
ajuallattoqaraluanngilaq	V	(no generation)
aju¦aq	N	–ssap, –ssat
ajua¦rpoq	V	–nngilaq
ajuarsu¦aq	N	–up, –it
ajugaaffig¦aa	V	–inngilaa
ajugaaffigineqanngits¦oq	N	–up, –ut
ajugaaffigineqa¦rpoq	V	–nngilaq
ajugaaffigineqarsinnaanngissu¦seq	N	–tsip, –tsit
ajugaaffigineqarsinnaanngits¦oq	N	–up, –ut
ajugaaffiginninne¦q	N	–rup, –rit
ajugaaffi¦k	N	–up, –it
ajugaagajutt¦oq	N	–up, –ut
ajugaa¦juarneq	N	{–juarnerup, –tuarnerup}, {–juarnerit, –tuarnerit}
ajugaallatuarpoq	V	(no generation)
ajugaallua¦rpoq	V	–nngilaq
ajugaane¦q	N	–rup, –rit
ajugaangaarne¦q	N	–rup, –rit
ajugaaniunne¦q	N	–rup, –rit
ajugaanngits¦oq	N	–up, –ut
ajugaapalaarne¦q	N	–rup, –rit
ajugaarujussuarne¦q	N	–rup, –rit
ajugaaru¦ppoq	V	–tinngilaq
ajugaasart¦oq	N	–up, –ut
ajugaasimaarne¦q	N	–rup, –rit
ajugaasimaarpalutt¦oq	N	–up, –ut
ajugaasimaarpoq	V	(no generation)
ajugaasimaart¦oq	N	–up, –ut
ajugaas¦oq	N	–up, –ut
ajugaasuu¦voq	V	–nngilaq
ajugaats¦oq	N	–up, –ut
ajugaavi¦ppoq	V	–nngilaq
ajugaa¦voq	V	–nngilaq
aju¦gaq	N	–kkap, –kkat
ajugaqanngilaq	V	(no generation)
ajugaqanngissu¦seq	N	–tsip, –tsit
Ajugaqanngits¦oq	N	–up, –ut
ajugaqanngits¦oq	N	–up, –ut
ajugaqanngitsuu¦voq	V	–nngilaq
ajui¦ppoq	V	–nngilaq
ajuisaa¦rpoq	V	–nngilaq
ajuiss¦orpoq	V	–unngilaq
ajukasippoq	V	(no generation)
ajukkuffig¦aa	V	–inngilaa
ajukkunnaa¦ppoq	V	–nngilaq
ajukkunnanngilaq	V	(no generation)
ajukkunnanngits¦oq	N	–up, –ut
ajukkunna¦rpoq	V	–nngilaq
ajukkunne¦q	N	–rup, –rit
ajukku¦ppaa	V	–tinngilaa
ajukku¦ppoq	V	–tinngilaq
ajukuluppaa	V	(no generation)
ajukuluppoq	V	(no generation)
ajuleriartorne¦q	N	–rup, –rit
ajuleriartuinnarpoq	V	(no generation)
ajulerne¦q	N	–rup, –rit
ajul¦erpoq	V	–inngilaq
ajulersarpoq	V	(no generation)
ajulisaanna¦rpoq	V	–nngilaq
ajulisoorne¦q	N	–rup, –rit
ajuliut	N	–ip, –it
ajuliutaa¦voq	V	–nngilaq
Ajuna	Prop	(no generation)
ajunaaler¦soq	N	{–sup, –tup}, {–sut, –tut}
ajunaanngilaq	V	(no generation)
ajunaarfi¦k	N	–up, –it
ajunaarluinnarne¦q	N	–rup, –rit
ajunaarlu¦innarneq	N	{–aannarnerup, –innarnerup}, {–aannarnerit, –innarnerit}
ajunaarne¦q	N	–rup, –rit
ajunaarnerit	N, pl.	-
ajunaarnersu¦aq	N	–up, –it
ajunaarnersuaqarfi¦k	N	–up, –it
ajunaarnissa¦q	N	–p, –t
ajunaa¦rpaa	V	–nngilaa
ajunaa¦rpoq	V	–nngilaq
ajunaarsaas¦oq	N	–up, –ut
ajunaarsa¦rpaa	V	–nngilaa
ajunaarsimas¦oq	N	–up, –ut
ajunaarti¦ppaa	V	–nngilaa
ajunaartitsiniut	N	–ip, –it
ajunaartitsis¦oq	N	–up, –ut
ajunaartitsi¦voq	V	–nngilaq
ajunaart¦oq	N	–up, –ut
ajunaartoqa¦rpoq	V	–nngilaq
ajunaarut	N	–ip, –it
ajunaaruteqartitsinnginnissa¦q	N	–p, –t
ajunaaruteqatsaaliugaane¦q	N	–rup, –rit
ajunaaruteqatsaaliuine¦q	N	–rup, –rit
ajungaanngilaq	V	(no generation)
ajungaa¦rpoq	V	–nngilaq
ajungaarsu¦seq	N	–tsip, –tsit
ajungaart¦oq	N	–up, –ut
ajungaassu¦seq	N	–tsip, –tsit
ajungaatsiarpoq	V	(no generation)
ajungajappoq	V	(no generation)
ajunngeqaaq	V	(no generation)
ajunngig¦aa	V	–inngilaa
ajunngiginart¦oq	N	–up, –ut
ajunngikkallarpoq	V	(no generation)
ajunngikkaluarpoq	V	(no generation)
ajunngilaa	V	(no generation)
ajunngilaq	V	(no generation)
ajunngilluarpoq	V	(no generation)
ajunngilluart¦oq	N	–up, –ut
ajunngilluinnarpoq	V	(no generation)
ajunngilluinnart¦oq	N	–up, –ut
ajunnginaa¦rpaa	V	–nngilaa
ajunngingaarpoq	V	(no generation)
ajunngingaart¦oq	N	–up, –ut
ajunnginne¦q	N	–rup, –rit
ajunnginnera¦rpaa	V	–nngilaa
ajunnginnerpaa¦q	N	–p, –t
ajunnginnerulerne¦q	N	–rup, –rit
ajunnginnerus¦oq	N	–up, –ut
ajunnginnerutinneqart¦oq	N	–up, –ut
ajunnginnerutitsine¦q	N	–rup, –rit
ajunnginnguatsiarpoq	V	(no generation)
ajunnginniartuusaarpallaart¦oq	N	–up, –ut
ajunngisaarfig¦aa	V	–inngilaa
ajunngisaarfiginninne¦q	N	–rup, –rit
ajunngisaarne¦q	N	–rup, –rit
ajunngisaa¦rpoq	V	–nngilaq
ajunngisaart¦oq	N	–up, –ut
ajunngissi¦voq	V	–nngilaq
ajunngissu¦seq	N	–tsip, –tsit
ajunngits¦oq	N	–up, –ut
ajunngitsorsiat	N, pl.	-
ajunngitsulia¦q	N	–p, –t
ajunngitsuliffig¦aa	V	–inngilaa
ajunngitsuliorfig¦aa	V	–inngilaa
ajunngitsuliorniutaas¦oq	N	–up, –ut
ajunngitsuli¦orpoq	V	–unngilaq
ajunngitsuliorumatussu¦seq	N	–tsip, –tsit
ajunngitsuliungaarne¦q	N	–rup, –rit
ajunngitsuli¦voq	V	–nngilaq
ajunngitsuut	N	–ip, –it
ajunngitsuuti¦ppaa	V	–nngilaa
ajunngivippoq	V	(no generation)
ajupajaa¦rpoq	V	–nngilaq
ajupaler¦soq	N	{–sup, –tup}, {–sut, –tut}
ajupa¦ppoq	V	–nngilaq
ajupataa¦rpoq	V	–nngilaq
ajuperaa¦rpoq	V	–nngilaq
ajupi¦luttoq	N	{–luttup, –piluttup}, {–luttut, –piluttut}
aj¦upiluttoq	N	{–oripiluttup, –upiluttup}, {–oripiluttut, –upiluttut}
aju¦ppaa	V	–nngilaa
aju¦ppoq	V	–nngilaq
ajusi¦sippoq	V	{–sinngilaq, –tinngilaq}
ajusi¦vaa	V	–nngilaa
ajussaanngilaq	V	(no generation)
ajussagunanngilaq	V	(no generation)
ajussaguna¦rpoq	V	–nngilaq
ajussanngilaq	V	(no generation)
ajussanngitsor¦aa	V	–inngilaa
ajussu¦seq	N	–tsip, –tsit
Ajut	N	–ip, –it
Aju¦t	Prop	–p
ajutoorajuppoq	V	(no generation)
ajutoorfi¦k	N	–up, –it
ajutoorfissa¦q	N	–p, –t
ajutooria¦taarsinnaaneq	N	{–saarsinnaanerup, –taarsinnaanerup}, {–saarsinnaanerit, –taarsinnaanerit}
ajutoorluinnarsimane¦q	N	–rup, –rit
ajutoorluinnart¦oq	N	–up, –ut
ajutoorne¦q	N	–rup, –rit
ajut¦oorpoq	V	–uunngilaq
ajutoorti¦ppaa	V	–nngilaa
ajutoortitsiniut	N	–ip, –it
ajutoort¦oq	N	–up, –ut
ajutsi¦voq	V	–nngilaq
ajutuukulaarpoq	V	(no generation)
ajuuffiit	N, pl.	-
ajuuffi¦k	N	–up, –it
ajuullua¦rpoq	V	–nngilaq
ajuummisimane¦q	N	–rup, –rit
ajuummi¦voq	V	–nngilaq
ajuunnavianngilaa	V	(no generation)
ajuu¦ppaa	V	–tinngilaa
ajuu¦ppoq	V	–tinngilaq
ajuusaarne¦q	N	–rup, –rit
ajuusaa¦rpoq	V	–nngilaq
ajuusaarut	N	–ip, –it
ajuusaarutig¦aa	V	–inngilaa
ajuusaarutiginni¦ppoq	V	–nngilaq
ajuusappoq	V	(no generation)
ajuussi¦voq	V	–nngilaq
ajuut	N	–ip, –it
ajuutaanngits¦oq	N	–up, –ut
ajuutaa¦voq	V	–nngilaq
ajuutig¦aa	V	–inngilaa
ajuutigil¦erpaa	V	–inngilaa
ajuutiginangaart¦oq	N	–up, –ut
ajuutigina¦rpoq	V	–nngilaq
ajuutiginart¦oq	N	–up, –ut
ajuutiginnil¦erpoq	V	–inngilaq
ajuutiginniler¦sippaa	V	{–sinngilaa, –tinngilaa}
ajuutiginniler¦sitsisartoq	N	{–sitsisartup, –titsisartup}, {–sitsisartut, –titsisartut}
ajuutiginnilluinnart¦oq	N	–up, –ut
ajuutiginninne¦q	N	–rup, –rit
ajuutiginni¦ppoq	V	–nngilaq
ajuutiginnitt¦oq	N	–up, –ut
ajuutigisaqalerne¦q	N	–rup, –rit
aju¦utigisaqalerneq	N	{–itigisaqalernerup, –utigisaqalernerup}, {–itigisaqalernerit, –utigisaqalernerit}
ajuutinngilaa	V	(no generation)
ak	Interj	(no generation)
ak	N	(no generation)
akaar¦aa	V	–inngilaa
akaarineqanngissu¦seq	N	–tsip, –tsit
akaarinngilaa	V	(no generation)
akaarinnikkajutt¦oq	N	–up, –ut
akaarinninne¦q	N	–rup, –rit
akaarinninnginne¦q	N	–rup, –rit
akaarinninngissu¦seq	N	–tsip, –tsit
akaarinninngits¦oq	N	–up, –ut
akaarinni¦ppoq	V	–nngilaq
akaarinnitt¦oq	N	–up, –ut
akaarisaqanngits¦oq	N	–up, –ut
akaarnaa¦ppoq	V	–nngilaq
akaarnaats¦oq	N	–up, –ut
akaarnanngilaq	V	(no generation)
akeeru¦ppoq	V	–tinngilaq
akeqanngilaq	V	(no generation)
akeqanngits¦oq	N	–up, –ut
akeqa¦rpoq	V	–nngilaq
akeqq¦erpoq	V	–inngilaq
akeqqersimaarne¦q	N	–rup, –rit
akeqqinne¦q	N	–rup, –rit
akeqqi¦ppaa	V	–nngilaa
akeqqi¦ttarpoq	V	{–ssanngilaq, –ttanngilaq}
akeqqiu¦ppaa	V	–tinngilaa
akeqqiu¦ppoq	V	–tinngilaq
akeqqiussa¦q	N	–p, –t
akeqqu¦ppaa	V	–tinngilaa
akeqqu¦ppoq	V	–tinngilaq
akeraallu¦innartoq	N	{–aannartup, –innartup}, {–aannartut, –innartut}
akeraane¦q	N	–rup, –rit
akeraas¦oq	N	–up, –ut
akeraa¦voq	V	–nngilaq
akeramaa¦rpaa	V	–nngilaa
ake¦raq	N	–qqap, –qqat
akerariinne¦q	N	–rup, –rit
akerariit	N, pl.	-
akerarillu¦innagaq	N	{–aannakkap, –innakkap}, {–aannakkat, –innakkat}
akerarisa¦q	N	–p, –t
akerartaa¦rpoq	V	–nngilaq
akerart¦orpaa	V	–unngilaa
akerart¦orpoq	V	–unngilaq
akerar¦torpoq	V	{–sunngilaq, –tunngilaq}
akerartorti	N	–p, –t
akerartuine¦q	N	–rup, –rit
akerartuis¦oq	N	–up, –ut
akerartui¦voq	V	–nngilaq
akerartuut	N	–ip, –it
akerartuut	N, pl.	-
akeratoqavi¦k	N	–up, –it
akeravissu¦aq	N	–up, –it
akerf¦ineq	N	{–ernup, –inerup}, {–ernit, –inerit}
akerfiniki¦ppoq	V	–nngilaq
akerfinilers¦orpaa	V	–unngilaa
akeria¦taallaqqissoq	N	{–saallaqqissup, –saallaqqittup, –taallaqqissup, –taallaqqittup}, {–saallaqqissut, –saallaqqittut, –taallaqqissut, –taallaqqittut}
akeria¦taarpoq	V	{–saanngilaq, –taanngilaq}
akerl¦eq	N	–iup, –iit
akerler¦aa	V	–inngilaa
akerleriikkunnaarne¦q	N	–rup, –rit
akerleriinne¦q	N	–rup, –rit
akerleriissu¦seq	N	–tsip, –tsit
akerleriissut	N	–ip, –it
akerlerii¦ssut	N, pl.	{–ssut, –ttut}
akerleriissuteqarne¦q	N	–rup, –rit
akerleriit	N, pl.	-
akerlerisa¦q	N	–p, –t
akerlerluinna¦q	N	–ap, –at
akerlerpiarisa¦q	N	–p, –t
akerlilernia¦rpaa	V	–nngilaa
akerlil¦erpaa	V	–inngilaa
akerlilersorneqa¦rpoq	V	–nngilaq
akerlilers¦orpaa	V	–unngilaa
akerlilersuerusussu¦seq	N	–tsip, –tsit
akerlilersuine¦q	N	–rup, –rit
akerlilersuiniaannarne¦q	N	–rup, –rit
akerlilersuis¦oq	N	–up, –ut
akerlilersuiuarpoq	V	(no generation)
akerlilersuiumatussu¦seq	N	–tsip, –tsit
akerlilersui¦voq	V	–nngilaq
akerlileruminaats¦oq	N	–up, –ut
akerliliine¦q	N	–rup, –rit
akerliliinianngilaq	V	(no generation)
akerliliiniarne¦q	N	–rup, –rit
akerliliiniart¦oq	N	–up, –ut
akerliliiniut	N	–ip, –it
akerliliinngilaq	V	(no generation)
akerliliisoqa¦rpoq	V	–nngilaq
akerliliissut	N	–ip, –it
akerlilii¦voq	V	–nngilaq
akerliliussa¦q	N	–p, –t
akerliuffigineqa¦rpoq	V	–nngilaq
akerliugajutt¦oq	N	–up, –ut
akerliullu¦innartoq	N	{–aannartup, –innartup}, {–aannartut, –innartut}
akerliune¦q	N	–rup, –rit
akerliuniart¦oq	N	–up, –ut
akerlius¦oq	N	–up, –ut
akerliusoqannginne¦q	N	–rup, –rit
akerliussu¦seq	N	–tsip, –tsit
akerliu¦voq	V	–nngilaq
akerna¦ppaa	V	–tinngilaa
ake¦roq	N	–qqup, –qqut
akerort¦ooq	N	–uup, –uut
akerpia¦q	N	–p, –t
ak¦erpiaq	N	{–erpiap, –ippiap}, {–erpiat, –ippiat}
akers¦orpaa	V	–unngilaa
akersuuffi¦k	N	–up, –it
akersu¦uffik	N	{–aaffiup, –uffiup}, {–aaffiit, –uffiit}
ak¦ersuuffik	N	{–ersuaaffiup, –ersuuffiup, –issuaaffiup, –issuuffiup}, {–ersuaaffiit, –ersuuffiit, –issuaaffiit, –issuuffiit}
akersuunne¦q	N	–rup, –rit
akersuu¦ppoq	V	–tinngilaq
akeruits¦oq	N	–up, –ut
akerul¦ik	N	{–iup, –lip, –lup}, –lit
akeruusi¦orpaa	V	–unngilaa
aki	N	–p, –t
akialia¦rpoq	V	–nngilaq
akian¦eerpoq	V	{–iinngilaq, –inngaanniinngilaq}
aki¦aneerpoq	V	{–aniinngilaq, –aninngaanniinngilaq, –nganiinngilaq, –nganinngaanniinngilaq}
akianii¦ppoq	V	–nngilaq
aki¦aniippoq	V	{–aniinngilaq, –nganiinngilaq}
akianiitt¦oq	N	–up, –ut
aki¦aniittoq	N	{–aniittup, –nganiittup}, {–aniittut, –nganiittut}
akiaqataa¦voq	V	–nngilaq
akiarneqarsimas¦oq	N	–up, –ut
akiarneqart¦oq	N	–up, –ut
akia¦rpaa	V	–nngilaa
akia¦rpoq	V	–nngilaq
akiartaat	N	–ip, –it
akiartaatit	N, pl.	-
akiarti¦ppoq	V	–nngilaq
akig¦aa	V	–inngilaa
akigi¦ppoq	V	–nngilaq
akigisa¦q	N	–p, –t
akigissaa¦rpoq	V	–nngilaq
akigitita¦q	N	–p, –t
akiill¦erpoq	V	–inngilaq
akiillersi¦ppaa	V	–nngilaa
akiillerumanngits¦oq	N	–up, –ut
akiilli¦sippaa	V	{–sinngilaa, –tinngilaa}
akiilli¦vaa	V	–nngilaa
akiilli¦voq	V	–nngilaq
akiinna¦rpaa	V	–nngilaa
akii¦ppoq	V	–nngilaq
akiisorsine¦q	N	–rup, –rit
akiisorsis¦oq	N	–up, –ut
akiisorsi¦vaa	V	–nngilaa
akiisorsi¦voq	V	–nngilaq
akiits¦oq	N	–up, –ut
akiitsoqanngilaq	V	(no generation)
akiitsoqanngits¦oq	N	–up, –ut
akiitsoqa¦rpoq	V	–nngilaq
akiitsorfig¦aa	V	–inngilaa
akiitsorne¦q	N	–rup, –rit
akiits¦orpoq	V	–unngilaq
akiitsorsi¦voq	V	–nngilaq
akiitsorti	N	–p, –t
akiitsorti¦ppaa	V	–nngilaa
akiitsort¦oq	N	–up, –ut
akiitsu¦gaq	N	–kkap, –kkat
akiitsugaqanngits¦oq	N	–up, –ut
akiitsugaqarfi¦k	N	–up, –it
akiitsugaqa¦rpoq	V	–nngilaq
akiitsul¦ik	N	{–iup, –lip, –lup}, –lit
akiitsut	N, pl.	-
aki¦k	N	{–ngup, –up}, {–it, –ngit}
akikig¦aa	V	–inngilaa
akikigissaa¦voq	V	–nngilaq
akikilliart¦orpoq	V	–unngilaq
akikillil¦erpaa	V	–inngilaa
akikilliliine¦q	N	–rup, –rit
akikillilii¦voq	V	–nngilaq
akikillisaane¦q	N	–rup, –rit
akikillisaassut	N	–ip, –it
akikillisa¦q	N	–p, –t
akikillisa¦rpaa	V	–nngilaa
akikillisi¦ppaa	V	–nngilaa
akikilli¦sippaa	V	{–sinngilaa, –tinngilaa}
akikillisitaane¦q	N	–rup, –rit
akikilli¦sitaaneq	N	{–sitaanerup, –titaanerup}, {–sitaanerit, –titaanerit}
akikillisitsine¦q	N	–rup, –rit
akikilli¦sitsineq	N	{–sitsinerup, –titsinerup}, {–sitsinerit, –titsinerit}
akikillissut	N	–ip, –it
akikillissutig¦aa	V	–inngilaa
akikilli¦vaa	V	–nngilaa
akikilli¦voq	V	–nngilaq
akikinaa¦gaq	N	–kkap, –kkat
akikinaa¦rpaa	V	–nngilaa
akikinne¦q	N	–rup, –rit
akikinnerul¦erpoq	V	–inngilaq
akikinnerus¦oq	N	–up, –ut
akiki¦ppoq	V	–nngilaq
akikits¦oq	N	–up, –ut
akileeqataassut	N	–ip, –it
akileeqataa¦voq	V	–nngilaq
akileeqatigiinne¦q	N	–rup, –rit
akileeqqinne¦q	N	–rup, –rit
akileeqqusine¦q	N	–rup, –rit
akileeqqusissut	N	–ip, –it
akileeriaannaane¦q	N	–rup, –rit
akil¦eq	N	–ip, –it
akileqqu¦aa	V	–nngilaa
akileqqu¦ppaa	V	–tinngilaa
akiler¦aa	V	–inngilaa
akileraannginnissa¦q	N	–p, –t
akileraariaa¦seq	N	–tsip, –tsit
akileraarne¦q	N	–rup, –rit
akileraarnikillisita¦q	N	–p, –t
akileraa¦rpoq	V	–nngilaq
akileraarsinnaane¦q	N	–rup, –rit
akileraartaa¦seq	N	–tsip, –tsit
akileraartaat	N	–ip, –it
akileraartariaqarne¦q	N	–rup, –rit
akileraartariaqart¦oq	N	–up, –ut
akileraartarne¦q	N	–rup, –rit
akileraarta¦rpoq	V	–nngilaq
akileraartart¦oq	N	–up, –ut
akileraarti¦ppaa	V	–nngilaa
akileraartitsine¦q	N	–rup, –rit
akileraartussaane¦q	N	–rup, –rit
akileraartussaannginne¦q	N	–rup, –rit
akileraartussaanngits¦oq	N	–up, –ut
akileraartussaatitaane¦q	N	–rup, –rit
akileraartussanngortitsine¦q	N	–rup, –rit
akileraarumannginne¦q	N	–rup, –rit
akileraaru¦seriffik	N	{–seriffiup, –tileriffiup}, {–seriffiit, –tileriffiit}
akileraaru¦serpaa	V	{–sinngilaa, –tilinngilaa}
akileraaru¦sersuineq	N	{–sersuinerup, –tilersuinerup}, {–sersuinerit, –tilersuinerit}
akileraaru¦sersuisarfik	N	{–sersuisarfiup, –tilersuisarfiup}, {–sersuisarfiit, –tilersuisarfiit}
akileraaru¦siigallarneq	N	{–siigallarnerup, –tiliigallarnerup}, {–siigallarnerit, –tiliigallarnerit}
akileraaru¦siineq	N	{–siinerup, –tiliinerup}, {–siinerit, –tiliinerit}
akileraarut	N	–ip, –it
akileraarutaagallartut	N, pl.	-
akileraaruteqartussa¦q	N	–p, –t
akileraarutissa¦q	N	–p, –t
akileraarutissaviit	N, pl.	-
akileraarutit	N, pl.	-
akileraat	N	–ip, –it
akileralla¦gaq	N	–kkap, –kkat
akilera¦rpaa	V	–nngilaa
akilera¦rpoq	V	–nngilaq
akilerisa¦q	N	–p, –t
akilerluagaas¦oq	N	–up, –ut
akil¦ernaniippoq	V	{–ernaniinngilaq, –ineraniinngilaq}
akilerneqanngits¦oq	N	–up, –ut
