Lexeme	WC	Flexion
ersanne¦q	N	–rup, –rit
ersappoq	V	(no generation)
ersa¦q	N	–p, –t
ersaqut	N	–ip, –it
ersarilluinnart¦oq	N	–up, –ut
ersarillu¦innartoq	N	{–aannartup, –innartup}, {–aannartut, –innartut}
ersarinngits¦oq	N	–up, –ut
ersarippoq	V	(no generation)
ersarissarpaa	V	(no generation)
ersari¦ssoq	N	{–ssup, –ttup}, {–ssut, –ttut}
ersarissu¦seq	N	–tsip, –tsit
ersarmippaa	V	(no generation)
ersa¦roq	N	–qqup, –qqut
ersaroqut	N	–ip, –it
ersarunnguvoq	V	(no generation)
ersaruserpaa	V	(no generation)
ersarut	N	–ip, –it
ersarutserpaa	V	(no generation)
erseqqaarippoq	V	(no generation)
erseqqaari¦ssoq	N	{–ssup, –ttup}, {–ssut, –ttut}
erseqqarilluinnart¦oq	N	–up, –ut
erseqqarippoq	V	(no generation)
erseqqarissaane¦q	N	–rup, –rit
erseqqari¦ssoq	N	{–ssup, –ttup}, {–ssut, –ttut}
erseqqarissu¦seq	N	–tsip, –tsit
erseqqarlutt¦oq	N	–up, –ut
erseqqilluanngits¦oq	N	–up, –ut
erseqqilluart¦oq	N	–up, –ut
erseqqinnerus¦oq	N	–up, –ut
erseqqinngilaq	V	(no generation)
erseqqinngits¦oq	N	–up, –ut
erseqqippoq	V	(no generation)
erseqqissaane¦q	N	–rup, –rit
erseqqissaasinnaane¦q	N	–rup, –rit
erseqqissaat	N	–ip, –it
erseqqi¦ssaat	N	{–ssaatip, –ttaatip}, {–ssaatit, –ttaatit}
erseqqissaatigaa	V	(no generation)
erseqqissaavoq	V	(no generation)
erseqqissarpaa	V	(no generation)
erseqqissisaat	N	–ip, –it
erseqqissisinneqart¦oq	N	–up, –ut
erseqqi¦ssoq	N	{–ssup, –ttup}, {–ssut, –ttut}
erseqqissu¦seq	N	–tsip, –tsit
erserne¦q	N	–rup, –rit
ersernerluppoq	V	(no generation)
ersernerlutt¦oq	N	–up, –ut
erserpaa	V	(no generation)
erserpoq	V	(no generation)
erser¦saat	N	{–saatip, –taatip}, {–saatit, –taatit}
ersersarpaa	V	(no generation)
ersersinneqarpoq	V	(no generation)
ersersippaa	V	(no generation)
ersersitsine¦q	N	–rup, –rit
ersersitsivoq	V	(no generation)
ersias¦oq	N	–up, –ut
ersiavoq	V	(no generation)
ersigaa	V	(no generation)
ersigisaqarne¦q	N	–rup, –rit
ersigiummerpaa	V	(no generation)
ersigunnaarpoq	V	(no generation)
ersiinnart¦oq	N	–up, –ut
ersi¦k	N	{–ngup, –up}, {–it, –ngit}
ersikkaluanngilaq	V	(no generation)
ersikkunnaarniarpoq	V	(no generation)
ersikkunnaarpoq	V	(no generation)
ersikujukkaluarpoq	V	(no generation)
ersikujukkunarpoq	V	(no generation)
ersinaqaaq	V	(no generation)
ersinarpoq	V	(no generation)
ersinart¦oq	N	–up, –ut
ersinartulersaarutit	N, pl.	-
ersine¦q	N	–rup, –rit
ersinneeruppoq	V	(no generation)
ersinngilaq	V	(no generation)
ersinngits¦oq	N	–up, –ut
ersiorne¦q	N	–rup, –rit
ersiorpoq	V	(no generation)
ersipajaaraluarpoq	V	(no generation)
ersipajaarpoq	V	(no generation)
ersipajaarunarpoq	V	(no generation)
ersippoq	V	(no generation)
ersisaarpaa	V	(no generation)
ersisaarut	N	–ip, –it
ersis¦oq	N	–up, –ut
ersissut	N	–ip, –it
ersi¦ssut	N, pl.	{–ssut, –ttut}
ersisuippoq	V	(no generation)
ersit¦ooq	N	–uup, –uut
ersitsaappaa	V	(no generation)
ersitsappoq	V	(no generation)
ersi¦tsoq	N	{–ssup, –tsup, –ttup}, {–ssut, –tsut, –ttut}
ersi¦ttoq	N	{–ssup, –ttup}, {–ssut, –ttut}
ersiummerpoq	V	(no generation)
ersiuppaa	V	(no generation)
ersiut	N	–ip, –it
ersiutaalluart¦oq	N	–up, –ut
ersiutaas¦oq	N	–up, –ut
ersiutaats¦oq	N	–up, –ut
ersiutileria¦q	N	–p, –t
ersivoq	V	(no generation)
ersorpaa	V	(no generation)
ersorpoq	V	(no generation)
ersorsisissa¦q	N	–p, –t
ersorsis¦oq	N	–up, –ut
ersorsi¦t	N	–sip, –sit
ersorsivoq	V	(no generation)
ersorta¦q	N	–p, –t
ersu¦gaq	N	–kkap, –kkat
ersukkerpoq	V	(no generation)
ersukkersorpoq	V	(no generation)
ersukkiuppaa	V	(no generation)
ersuppaa	V	(no generation)
ersuppoq	V	(no generation)
ersussivoq	V	(no generation)
ersuttaat	N	–ip, –it
ersuusiorpoq	V	(no generation)
ersuut	N	–ip, –it
eruippoq	V	(no generation)
eruisarpaa	V	(no generation)
erulluppoq	V	(no generation)
erussaarpoq	V	(no generation)
erusserpaa	V	(no generation)
eskimologi	N	–ip, –it
eskimologi	N	–p, –t
e¦skimooq	N	{–ksimuup, –skimuup}, {–ksimuut, –skimuut}
essay	N	–p, –t
Etiopiam¦eersoq	N	{–eersup, –eertup, –inngaanneersup, –inngaanneertup, –inngaanninngaanneersup, –inngaanninngaanneertup}, {–eersut, –eertut, –inngaanneersut, –inngaanneertut, –inngaanninngaanneersut, –inngaanninngaanneertut}
Etiopiam¦eersoq	N	{–eersup, –eertup, –inngaanneersup, –inngaanneertup}, {–eersut, –eertut, –inngaanneersut, –inngaanneertut}
Etiopiamioq	N	(no generation)
Etiopiamiu	N	–p, –t
Etiopia¦miu	N	{–miup, –rmiup}, {–miut, –rmiut}
etnologi	N	–ip, –it
etnologi	N	–p, –t
EU	Prop	–ip
Europa¦miu	N	{–miup, –rmiup}, {–miut, –rmiut}
