Lexeme	WC	Flexion
iaaminarpoq	V	(no generation)
iaarnarpoq	V	(no generation)
iangasoorpoq	V	(no generation)
iangavoq	V	(no generation)
iarraa	Interj	(no generation)
iasilaarpoq	V	(no generation)
iasilaraluttuaq	Interj	(no generation)
iasilat	Interj	(no generation)
iasoorpoq	V	(no generation)
iatappoq	V	(no generation)
ICC	Prop	–ip
Idealisten	Prop	–ip
iffaats¦oq	N	–up, –ut
iffarippoq	V	(no generation)
iffarissaarpoq	V	(no generation)
iffaserpaa	V	(no generation)
iffaserpoq	V	(no generation)
iffialia¦q	N	–p, –t
iffialiorfi¦k	N	–up, –it
iffia¦q	N	–p, –t
iffiarpoq	V	(no generation)
iffiarsiniarajuttarpoq	V	(no generation)
iffiartorpoq	V	(no generation)
iffiassat	N, pl.	-
iffiassiassat	N, pl.	-
iffi¦gaq	N	–kkap, –kkat
iffiorfi¦k	N	–up, –it
iffiorne¦q	N	–rup, –rit
iffiorpoq	V	(no generation)
iffiort¦oq	N	–up, –ut
iffippoq	V	(no generation)
iffiu¦gaq	N	–kkap, –kkat
iffiugassangas¦oq	N	–up, –ut
iffiugassa¦q	N	–p, –t
iffiukatannerarpoq	V	(no generation)
iga	N	–p, –t
igaa	V	(no generation)
igaa¦q	N	–p, –t
igaa¦raq	N	–qqap, –qqat
igaarpoq	V	(no generation)
igaarsunni¦ppoq	V	–nngilaq
igaartorpoq	V	(no generation)
igaasa¦q	N	–p, –t
igaasariarpoq	V	(no generation)
igaasarpoq	V	(no generation)
igaassa¦q	N	–p, –t
igaffi¦k	N	–up, –it
igaja¦k	N	–ap, –at
igajumalerpoq	V	(no generation)
igalaajuvoq	V	(no generation)
igalaalerpaa	V	(no generation)
igalaalersortariaqarpaa	V	(no generation)
igalaalersussavaa	V	(no generation)
igalaaliorpoq	V	(no generation)
igalaaliort¦oq	N	–up, –ut
igalaam¦ineq	N	–ernup, –ernit
igalaa¦q	N	–p, –t
igalaartaasa¦q	N	–p, –t
igalaarta¦q	N	–p, –t
igalaasa¦q	N	–p, –t
igalaasarpoq	V	(no generation)
igalaasarta¦q	N	–p, –t
igalaasart¦ooq	N	–uup, –uut
igalaassa¦q	N	–p, –t
igalaassia¦q	N	–p, –t
igalasserfi¦k	N	–up, –it
igala¦sserfik	N	{–alerfiup, –sserfiup}, {–alerfiit, –sserfiit}
igalasserpaa	V	(no generation)
igalassersorpaa	V	(no generation)
igalassiorpoq	V	(no generation)
igalassiuppaa	V	(no generation)
igal¦eq	N	–ip, –it
Igaliku	Prop	–p
igalil¦ik	N	{–iup, –lip, –lup}, –lit
igane¦q	N	–rup, –rit
igannguanngilaq	V	(no generation)
igannguarpoq	V	(no generation)
iga¦q	N	–p, –t
igas¦oq	N	–up, –ut
igavaa	V	(no generation)
igavoq	V	(no generation)
igeeqqaa¦vik	N	{–ffiup, –viup}, {–ffiit, –viit}
igeriussi¦vik	N	{–ffiup, –viup}, {–ffiit, –viit}
igerpallappoq	V	(no generation)
igg	Interj	(no generation)
igga¦ppaa	V	–sinngilaa
iggarippoq	V	(no generation)
iggarissaarpoq	V	(no generation)
iggarissu¦seq	N	–tsip, –tsit
iggaserpoq	V	(no generation)
iggassivoq	V	(no generation)
iggavigaa	V	(no generation)
iggavi¦k	N	–up, –it
iggeeruppoq	V	(no generation)
iggerisuuvoq	V	(no generation)
iggerivoq	V	(no generation)
iggersaarpoq	V	(no generation)
iggiaarpaa	V	(no generation)
iggi¦aq	N	–ssap, –ssat
iggiaqanngilaq	V	(no generation)
iggiarippoq	V	(no generation)
iggiarissarpoq	V	(no generation)
iggiarlunne¦q	N	–rup, –rit
iggiarluppoq	V	(no generation)
iggiingaannarpoq	V	(no generation)
iggiingavoq	V	(no generation)
iggiinngarpoq	V	(no generation)
iggippaa	V	(no generation)
iggisaavoq	V	(no generation)
iggiserpaa	V	(no generation)
iggisissa¦q	N	–p, –t
iggissa¦q	N	–p, –t
iggi¦t	N	–sip, –sit
iggoraarsunnguaq	Interj	(no generation)
iggu	Interj	(no generation)
igguagassa¦q	N	–p, –t
iggulluarpoq	V	(no generation)
igguppaa	V	(no generation)
iggut	N	–ip, –it
iggutee¦raq	N	–qqap, –qqat
igiinnarsimavoq	V	(no generation)
igiinnartari¦aq	N	{–ssap, –ap}, {–ssat, –at}
igiinnartari¦aq	N	–ssap, –ssat
igikkiartorsinnaassavaa	V	(no generation)
igikkumanngilaa	V	(no generation)
igil¦eq	N	–ip, –it
igimaa¦q	N	–p, –t
igim¦aq	N	{–ap, –map}, {–at, –mat}
igimarpaa	V	(no generation)
igimartaarpoq	V	(no generation)
igine¦q	N	–rup, –rit
iginne¦q	N	–rup, –rit
iginnerusisarpoq	V	(no generation)
iginnerutaaruppoq	V	(no generation)
Iginniarfi¦k	N	–up, –it
Iginniarfi¦k	Prop	–up, –it
iginniarpaa	V	(no generation)
iginniarpoq	V	(no generation)
igippaa	V	(no generation)
igi¦ppoq	V	–nngilaq
igisarpoq	V	(no generation)
igisoorpoq	V	(no generation)
igissimavaa	V	(no generation)
igitaasivissu¦aq	N	–up, –it
igitaavoq	V	(no generation)
igita¦q	N	–p, –t
igitassaannaavoq	V	(no generation)
igitassaanngilaq	V	(no generation)
igitassaavoq	V	(no generation)
igitassa¦q	N	–p, –t
igitat	N, pl.	-
igitippaa	V	(no generation)
igitserpaa	V	(no generation)
igitsia¦q	N	–p, –t
igitsiivaa	V	(no generation)
igitsiivoq	V	(no generation)
igitsine¦q	N	–rup, –rit
igitsisaannarpoq	V	(no generation)
igitsissu¦aq	N	–up, –it
igitsi¦t	N	–sip, –sit
igitsivigaa	V	(no generation)
igitsivoq	V	(no generation)
igiulavoq	V	(no generation)
igivoq	V	(no generation)
igul¦eq	N	–ip, –it
igunalaarpoq	V	(no generation)
igun¦aq	N	–nap, –nat
igunarnippoq	V	(no generation)
igunarpoq	V	(no generation)
igunarserpaa	V	(no generation)
igunarsiivoq	V	(no generation)
igutsaa¦raq	N	–qqap, –qqat
igutsa¦k	N	–ap, –at
igutsassu¦aq	N	–up, –it
igutsine¦q	N	–rup, –rit
igutsis¦oq	N	–up, –ut
igutsivoq	V	(no generation)
iguut	N	–ip, –it
iguutaaruppoq	V	(no generation)
iguutaarutivippoq	V	(no generation)
iguutil¦ik	N	{–iup, –lip, –lup}, –lit
ii	Interj	(no generation)
ii¦gaq	N	–kkap, –kkat
iigarfi¦k	N	–up, –it
iigarfil¦ik	N	{–iup, –lip, –lup}, –lit
iigarmiu	N	–p, –t
iigarne¦q	N	–rup, –rit
iigarpoq	V	(no generation)
iigartarfi¦k	N	–up, –it
iigartart¦oq	N	–up, –ut
iigarterpoq	V	(no generation)
iigartippaa	V	(no generation)
iigassialersorpaa	V	(no generation)
iigassia¦q	N	–p, –t
iiguppaa	V	(no generation)
iikajataarpoq	V	(no generation)
iikajavoq	V	(no generation)
iikkanii¦ppoq	V	–nngilaq
iikkerpaa	V	(no generation)
iikkersorpaa	V	(no generation)
iikkersuivoq	V	(no generation)
iikker¦suutit	N, pl.	{–suutit, –tuutit}
iilaanngits¦oq	N	–up, –ut
iilaavoq	V	(no generation)
iila¦k	N	–ap, –at
iilerpaa	V	(no generation)
iillarippoq	V	(no generation)
iillari¦ssoq	N	{–ssup, –ttup}, {–ssut, –ttut}
iillarissu¦seq	N	–tsip, –tsit
iiminaqaaq	V	(no generation)
iimisaarpoq	V	(no generation)
iimivoq	V	(no generation)
iingagaa	V	(no generation)
iingagivallaaqaa	V	(no generation)
iingalas¦oq	N	–up, –ut
iingalavoq	V	(no generation)
iingavoq	V	(no generation)
iioraasippaa	V	(no generation)
iioraas¦oq	N	–up, –ut
iioraavoq	V	(no generation)
iiorarpaa	V	(no generation)
iipileerniarpoq	V	(no generation)
iipili	N	–p, –t
iipiliilatsivoq	V	(no generation)
iipilisivoq	V	(no generation)
iipilitorpoq	V	(no generation)
iisaarserpoq	V	(no generation)
iisa¦q	N	–p, –t
iisaqanngilaq	V	(no generation)
iisaqarpoq	V	(no generation)
iisaqusanne¦q	N	–rup, –rit
iisaqusappoq	V	(no generation)
iisaqusa¦q	N	–p, –t
iisarta¦gaq	N	–kkap, –kkat
iisassa¦q	N	–p, –t
iisasserivoq	V	(no generation)
iisilluanngilaq	V	(no generation)
iisine¦q	N	–rup, –rit
iisinngilaq	V	(no generation)
iisinnginniarfi¦k	N	–up, –it
iisinnginniarne¦q	N	–rup, –rit
iisinnginniarpoq	V	(no generation)
iisis¦oq	N	–up, –ut
iisivoq	V	(no generation)
iisorniut	N	–ip, –it
iisorta¦q	N	–p, –t
iitannarpoq	V	(no generation)
iitappoq	V	(no generation)
iitsallarippoq	V	(no generation)
iitsallari¦ssoq	N	{–ssup, –ttup}, {–ssut, –ttut}
iitsallarissu¦seq	N	–tsip, –tsit
iitsiveeruppoq	V	(no generation)
iivaa	V	(no generation)
iivangkiiliu	N	–p, –t
iivangkiiliulersaarpoq	V	(no generation)
iivangkiiliulersaart¦oq	N	–up, –ut
iivangkiiliuler¦saartoq	N	{–saartup, –taartup}, {–saartut, –taartut}
iivangkilisti	N	–p, –t
ikaaliorpoq	V	(no generation)
ikaaliortitsivoq	V	(no generation)
ikaappaa	V	(no generation)
ikaa¦q	N	–p, –t
ikaaqquvoq	V	(no generation)
ikaari¦aq	N	–ssap, –ssat
ikaariarmiu	N	–p, –t
ikaarpaa	V	(no generation)
ikaarpoq	V	(no generation)
ikaarsaarpoq	V	(no generation)
ikaarsimaarne¦q	N	–rup, –rit
ikaarsimaarpoq	V	(no generation)
ikaartaarpoq	V	(no generation)
ikaartaasiorpoq	V	(no generation)
ikaartaat	N	–ip, –it
ikaartaat	N, pl.	-
ikaartarfi¦k	N	–up, –it
ikaartippaa	V	(no generation)
ikaarti¦ppoq	V	–nngilaq
ikaartitaarpoq	V	(no generation)
ikaartiterine¦q	N	–rup, –rit
ikaartiteris¦oq	N	–up, –ut
ikaartiterivoq	V	(no generation)
ikaartiterpaa	V	(no generation)
ikaartiti¦gaq	N	–kkap, –kkat
ikaartit¦igaq	N	{–ikkap, –sikkap}, {–ikkat, –sikkat}
ikaartortarfi¦k	N	–up, –it
ikaar¦tortarfik	N	{–sortarfiup, –tortarfiup}, {–sortarfiit, –tortarfiit}
ikaaruppaa	V	(no generation)
ikaaruserpaa	V	(no generation)
ikaarussine¦q	N	–rup, –rit
ikaarut	N	–ip, –it
ikaarutsiuppaa	V	(no generation)
ikaarutsiuppoq	V	(no generation)
ikaasaa¦q	N	–p, –t
ikaasiorpoq	V	(no generation)
ikaassa¦q	N	–p, –t
ikaassisart¦oq	N	–up, –ut
ikaassis¦oq	N	–up, –ut
ikaassivoq	V	(no generation)
ikaataavoq	V	(no generation)
ikajuuserpaa	V	(no generation)
ikajuut	N	–ip, –it
ikajuutaarserpoq	V	(no generation)
ikakkajuppoq	V	(no generation)
ikakkumatuvoq	V	(no generation)
Ikamiut	Prop, pl.	-
ikanii¦ppoq	V	–nngilaq
ikaniitippaa	V	(no generation)
ikanne¦q	N	–rup, –rit
ikappoq	V	(no generation)
ikaqasiuppaa	V	(no generation)
ikaqat	N	–ip, –it
ikaqataavoq	V	(no generation)
ikasaatigaa	V	(no generation)
ikasarpoq	V	(no generation)
ikasarumat¦ooq	N	–uup, –uut
ikatitsivoq	V	(no generation)
ikatsitsivoq	V	(no generation)
ikattut	N, pl.	-
ikatuvoq	V	(no generation)
ike¦q	N	–rup, –rit
ikeqarpoq	V	(no generation)
Ikerasaarsu¦k	N	–up, –it
Ikerasaarsu¦k	Prop	–up, –it
ikerasaatsia¦q	N	–ap, –at
Ikerasa¦k	N	–ap, –at
Ikerasa¦k	Prop	–ap
ikerasa¦k	N	–ap, –at
ikerasakits¦oq	N	–up, –ut
ikerasalia¦q	N	–p, –t
Ikerasassu¦aq	N	–up, –it
Ikerasassu¦aq	Prop	–up, –it
ikeratserpoq	V	(no generation)
ik¦erinnaaniippoq	V	{–erinnaaniinngilaq, –iinnaaniinngilaq}
ik¦erinnaq	N	{–erinnaap, –iinnaap}, {–erinnaat, –iinnaat}
ik¦erinnarmiippoq	V	{–erinnarmiinngilaq, –iinnarmiinngilaq}
ikerinnarsiorpoq	V	(no generation)
ikerinnarsiortart¦oq	N	–up, –ut
ik¦erinnarsiortartoq	N	{–erinnarsiortartup, –iinnarsiortartup}, {–erinnarsiortartut, –iinnarsiortartut}
ikeritsuvoq	V	(no generation)
ikernguaaruppoq	V	(no generation)
ikerngu¦aq	N	–ssap, –ssat
ikernuaaruppoq	V	(no generation)
ikernu¦aq	N	–ssap, –ssat
ikernu¦k	N	–up, –it
ikernusserpaa	V	(no generation)
ikerparpoq	V	(no generation)
ikerpasippoq	V	(no generation)
ikerpoq	V	(no generation)
ikersiorpoq	V	(no generation)
ikersippaa	V	(no generation)
ikersi¦ppoq	V	–nngilaq
ikersisimavoq	V	(no generation)
ikersissimavoq	V	(no generation)
Ikersu¦aq	N	–up, –it
ikert¦ooq	N	–uup, –uut
ikertuvoq	V	(no generation)
iki	N	–p, –t
ikiagaavoq	V	(no generation)
ikiagoorpoq	V	(no generation)
ikialavoq	V	(no generation)
ikialitsi¦ppoq	V	–nngilaq
ikialitsissimavoq	V	(no generation)
ikia¦q	N	–p, –t
ikiaqut	N	–ip, –it
ikiaqutissa¦q	N	–p, –t
ikiaqutissia¦q	N	–p, –t
ikiarii¦gaq	N	–kkap, –kkat
ikiariissitaarne¦q	N	–rup, –rit
ikiariissi¦taarneq	N	{–saarnerup, –taarnerup}, {–saarnerit, –taarnerit}
ikiariissitaarpoq	V	(no generation)
ikiarissaa¦q	N	–p, –t
ikiarissaarpoq	V	(no generation)
ikiarne¦q	N	–rup, –rit
ikiaroornart¦oq	N	–up, –ut
ikiaroornartutorpoq	V	(no generation)
ikiaroorne¦q	N	–rup, –rit
ikiaroorniut	N	–ip, –it
ikiaroorpoq	V	(no generation)
ikiaroortarne¦q	N	–rup, –rit
ikiaroortuaannarpoq	V	(no generation)
ikiarpaa	V	(no generation)
ikiarpoq	V	(no generation)
ikiarsine¦q	N	–rup, –rit
ikiarsivoq	V	(no generation)
ikiarut	N, pl.	-
ikiassalaarpoq	V	(no generation)
ikiffigaa	V	(no generation)
ikigippoq	V	(no generation)
ikigissaarpoq	V	(no generation)
ikikillivoq	V	(no generation)
ikikinaarpaa	V	(no generation)
ikikippoq	V	(no generation)
ikikkaane¦q	N	–rup, –rit
ikikkaa¦neq	N	{–junerup, –nerup}, {–junerit, –nerit}
ikikkagaavoq	V	(no generation)
ikikka¦gaq	N	–kkap, –kkat
ikikkagassa¦q	N	–p, –t
ikikkarpaa	V	(no generation)
ikikkartippaa	V	(no generation)
ikilerpaa	V	(no generation)
ikilersimas¦oq	N	–up, –ut
ikilersorpaa	V	(no generation)
ikiliartorne¦q	N	–rup, –rit
ikiliar¦torneq	N	{–sornerup, –tornerup}, {–sornerit, –tornerit}
ikiligaavoq	V	(no generation)
ikili¦gaq	N	–kkap, –kkat
ikil¦ik	N	{–iup, –lip, –lup}, –lit
ikilissuuvoq	V	(no generation)
ikillaavoq	V	(no generation)
ikilulluinnarpoq	V	(no generation)
ikiluppoq	V	(no generation)
ikilutsi¦ppoq	V	–nngilaq
ikinaaqquppaa	V	(no generation)
ikine¦q	N	–rup, –rit
ikinerpaluppoq	V	(no generation)
ikinnerussuteqarne¦q	N	–rup, –rit
ikinnerussuteqartut	N, pl.	-
ikinnerusut	N, pl.	-
ikinngusisarpoq	V	(no generation)
ikinngut	N	–ip, –it
ikinngutaavoq	V	(no generation)
ikinnguteqarne¦q	N	–rup, –rit
ikinngutigaa	V	(no generation)
ikinngutigiinne¦q	N	–rup, –rit
ikinngutigiit	N, pl.	-
ikinngutiginerpaavaa	V	(no generation)
ikinngutiginngisa¦q	N	–p, –t
ikinngutigisa¦q	N	–p, –t
ikinngutigiunnaarpaa	V	(no generation)
ikinngutillerpaa	V	(no generation)
ikinngutimaarpaa	V	(no generation)
ikinngutinnaa¦q	N	–p, –t
ikinngutinnerfigaa	V	(no generation)
ikinngutinnerpoq	V	(no generation)
ikinngutinners¦oq	N	–up, –ut
ikinngutinner¦soq	N	{–sup, –tup}, {–sut, –tut}
ikinngutinninngilaq	V	(no generation)
ikinngutivi¦k	N	–up, –it
ikioqatigiinne¦q	N	–rup, –rit
ikioqquvoq	V	(no generation)
ikioqutsivoq	V	(no generation)
ikioriaraluarsinnaavaa	V	(no generation)
ikiorneqaat	N	–ip, –it
ikiorneqaqquvoq	V	(no generation)
ikiorneqarne¦q	N	–rup, –rit
ikiorpaa	V	(no generation)
ikiorpoq	V	(no generation)
ikiorserneqarne¦q	N	–rup, –rit
ikiorserpaa	V	(no generation)
ikiorsiine¦q	N	–rup, –rit
ikiorsiisigaa	V	(no generation)
ikiorsiissut	N	–ip, –it
ikiorsiissuteqartarne¦q	N	–rup, –rit
ikiorsiissutit	N, pl.	-
ikiorsii¦vik	N	{–ffiup, –viup}, {–ffiit, –viit}
ikiortaaruppoq	V	(no generation)
ikiortaas¦oq	N	–up, –ut
ikiortaavoq	V	(no generation)
ikiorti	N	–p, –t
ikiortigaa	V	(no generation)
ikiortigigallassavaa	V	(no generation)
ikiortilliorpoq	V	(no generation)
ikiortiseraa	V	(no generation)
ikiortissaarunne¦q	N	–rup, –rit
ikiortissarsiorpoq	V	(no generation)
ikiorumasanngilaa	V	(no generation)
ikippaa	V	(no generation)
ikippallaaqaat	N	–ip, –it
ikippoq	V	(no generation)
ikisa¦q	N	–p, –t
ikisine¦q	N	–rup, –rit
ikisivoq	V	(no generation)
ikisorsuuvoq	V	(no generation)
ikissa¦q	N	–p, –t
ikissimavoq	V	(no generation)
ikitoqqat	N, pl.	-
ikitsine¦q	N	–rup, –rit
ikitsisaarnia¦q	N	–p, –t
ikitsisaavoq	V	(no generation)
ikitsissuppaa	V	(no generation)
ikitsissut	N	–ip, –it
ikitsisuuvoq	V	(no generation)
ikitsi¦t	N	–sip, –sit
ikitsivoq	V	(no generation)
ikittaaserpaa	V	(no generation)
ikittaat	N	–ip, –it
ikittunnguit	N, pl.	-
ikiueqqaarne¦q	N	–rup, –rit
ikiuigajuppoq	V	(no generation)
ikiuine¦q	N	–rup, –rit
ikiuiniaqatigiiffi¦k	N	–up, –it
ikiuiniarne¦q	N	–rup, –rit
ikiuisarne¦q	N	–rup, –rit
ikiuis¦oq	N	–up, –ut
ikiuiumat¦ooq	N	–uup, –uut
ikiuiumatussu¦seq	N	–tsip, –tsit
ikiuiumatuuvoq	V	(no generation)
ikiuivoq	V	(no generation)
ikiuluppaa	V	(no generation)
ikiuluppoq	V	(no generation)
ikiuluttaannarpoq	V	(no generation)
ikiupisisaarpoq	V	(no generation)
ikiuukkumatoqaaq	V	(no generation)
ikiuukkusutt¦oq	N	–up, –ut
ikiuulluarpoq	V	(no generation)
ikiuunne¦q	N	–rup, –rit
ikiuunniarsaraaq	V	(no generation)
ikiuuppoq	V	(no generation)
ikiuut	N	–ip, –it
ikiuutaalluarpoq	V	(no generation)
ikiuutaavoq	V	(no generation)
ikiuutigeqqita¦q	N	–p, –t
ikiuutilaarusuppoq	V	(no generation)
ikiuutisivoq	V	(no generation)
ikiuutitorpoq	V	(no generation)
ikiuutt¦oq	N	–up, –ut
ikiuuttuarpoq	V	(no generation)
ikivaa	V	(no generation)
ikivoq	V	(no generation)
ikkaaluppoq	V	(no generation)
ikkaalutsitsivoq	V	(no generation)
ikkaaluttuinnaavoq	V	(no generation)
ikkagaa	V	(no generation)
ikkagisoorpaa	V	(no generation)
ikkalivoq	V	(no generation)
ikkanne¦q	N	–rup, –rit
ikkanneriarpaa	V	(no generation)
ikkanniiarpaa	V	(no generation)
ikkannikkiartorpoq	V	(no generation)
ikkannippoq	V	(no generation)
ikkappallaaqaaq	V	(no generation)
ikkappoq	V	(no generation)
ikkaraa	V	(no generation)
ikkarliffi¦k	N	–up, –it
ikkarlinne¦q	N	–rup, –rit
ikkarli¦ppoq	V	–nngilaq
ikkarlisaarpoq	V	(no generation)
ikkarlisippaa	V	(no generation)
ikkarluisappoq	V	(no generation)
ikkarlu¦k	N	–up, –it
ikkarlussu¦aq	N	–up, –it
ikkarnaallappoq	V	(no generation)
ikkarnarpoq	V	(no generation)
ikkaserpoq	V	(no generation)
ikkataavoq	V	(no generation)
ikkatigaa	V	(no generation)
ikkatilliine¦q	N	–rup, –rit
ikkatilliivoq	V	(no generation)
Ikkatt¦eq	N	–ip, –it
ikkatt¦oq	N	–up, –ut
ikkeernarpoq	V	(no generation)
ikkeertorpoq	V	(no generation)
ikke¦q	N	–rup, –rit
ikkertal¦ik	N	{–iup, –lip, –lup}, –lit
ikkii	Interj	(no generation)
ikkiillivoq	V	(no generation)
ikkiippoq	V	(no generation)
ikki¦k	N	{–ngup, –up}, {–it, –ngit}
ikkillunne¦q	N	–rup, –rit
ikkilluppoq	V	(no generation)
ikkilunne¦q	N	–rup, –rit
ikkiluppoq	V	(no generation)
ikkimmiu	N	–p, –t
ikkingerpoq	V	(no generation)
ikkingersinnaanngilaq	V	(no generation)
ikkingersoorpoq	V	(no generation)
ikkivigaa	V	(no generation)
ikkivigiinnarpaa	V	(no generation)
ikkivi¦k	N	–up, –it
ikkivissaaruppoq	V	(no generation)
ikkivissarsivoq	V	(no generation)
ikku	Pron, pl.	–a
ikkuffigaa	V	(no generation)
ikkuffi¦k	N	–up, –it
ikkuffissaaruppaa	V	(no generation)
ikkuffissarsivaa	V	(no generation)
ikkuffissarsivoq	V	(no generation)
ikkulaarpoq	V	(no generation)
ikkullerpaa	V	(no generation)
ikkulluarpoq	V	(no generation)
ikkuluppoq	V	(no generation)
ikkulutsitsivoq	V	(no generation)
ikkuluttuinnaavoq	V	(no generation)
ikkungalaarpoq	V	(no generation)
ikkungane¦q	N	–rup, –rit
ikku¦nganeq	N	{–nganerup, –tinganerup}, {–nganerit, –tinganerit}
ikkungas¦oq	N	–up, –ut
ikku¦ngasoq	N	{–ngasup, –tingasup}, {–ngasut, –tingasut}
ikkungavoq	V	(no generation)
ikkunneqarne¦q	N	–rup, –rit
ikkunneqarpoq	V	(no generation)
ikkuppaa	V	(no generation)
ikkuppoq	V	(no generation)
ikkusimaannarpoq	V	(no generation)
ikkusimavoq	V	(no generation)
ikkussaavoq	V	(no generation)
ikku¦ssaq	N	{–ssap, –tap}, {–ssat, –tat}
ikkussine¦q	N	–rup, –rit
ikkussissut	N	–ip, –it
ikkussi¦vik	N	{–ffiup, –viup}, {–ffiit, –viit}
ikkussivoq	V	(no generation)
ikkussorpaa	V	(no generation)
ikkussu¦gaq	N	–kkap, –kkat
ikkussuine¦q	N	–rup, –rit
ikkussuisart¦oq	N	–up, –ut
ikkussuussine¦q	N	–rup, –rit
ikkussuussisart¦oq	N	–up, –ut
ikkutaasarpoq	V	(no generation)
ikkuta¦q	N	–p, –t
ikku¦taq	N	{–ssap, –tap}, {–ssat, –tat}
ikkutassa¦q	N	–p, –t
ikku¦tassaq	N	{–tassap, –ssassap}, {–tassat, –ssassat}
ikkuteqqinneqarpoq	V	(no generation)
ikkutiinnarpoq	V	(no generation)
ikkutivippoq	V	(no generation)
ikkuttart¦oq	N	–up, –ut
ikorfaavoq	V	(no generation)
ikorfa¦q	N	–p, –t
ikorfarpaa	V	(no generation)
ikorfartorneqarne¦q	N	–rup, –rit
ikorfar¦torneqarneq	N	{–sorneqarnerup, –torneqarnerup}, {–sorneqarnerit, –torneqarnerit}
ikorfartorpaa	V	(no generation)
ikorfartorti	N	–p, –t
ikorfartuisoqarne¦q	N	–rup, –rit
ikorfassa¦q	N	–p, –t
ikorfi¦k	N	–up, –it
ikorfiuppaa	V	(no generation)
ikorfiussaavoq	V	(no generation)
ikorfiussa¦q	N	–p, –t
ikorpoq	V	(no generation)
ikorsimmavi¦k	N	–up, –it
ikualaarpoq	V	(no generation)
ikualane¦q	N	–rup, –rit
ikualasorsuuvoq	V	(no generation)
ikualavoq	V	(no generation)
ikuallaane¦q	N	–rup, –rit
ikuallaappoq	V	(no generation)
ikuallaasarfi¦k	N	–up, –it
ikuallaaveqarfi¦k	N	–up, –it
ikuallaavi¦k	N	–up, –it
ikuallagaavoq	V	(no generation)
ikuallagussaavoq	V	(no generation)
ikuallajas¦oq	N	–up, –ut
ikuallajavoq	V	(no generation)
ikuallakkaluarpoq	V	(no generation)
ikuallanne¦q	N	–rup, –rit
ikuallappaa	V	(no generation)
ikuallappoq	V	(no generation)
ikuallassaaserpaa	V	(no generation)
ikuallassaat	N	–ip, –it
ikuallassimassagunaraluarpoq	V	(no generation)
ikuallassimavoq	V	(no generation)
ikuallatsippaa	V	(no generation)
ikuallatsitsis¦oq	N	–up, –ut
ikuallat¦sitsisoq	N	{–sitsisup, –itsisup}, {–sitsisut, –itsisut}
ikuallatsitsivoq	V	(no generation)
ikuallattoorne¦q	N	–rup, –rit
ikuallatt¦oq	N	–up, –ut
ikuallattoqarpoq	V	(no generation)
ikuarpaa	V	(no generation)
ikuarta¦q	N	–p, –t
ikugaavoq	V	(no generation)
iku¦gaq	N	–kkap, –kkat
ikumaavarpoq	V	(no generation)
ikumajuarpoq	V	(no generation)
ikumalluarpoq	V	(no generation)
ikumane¦q	N	–rup, –rit
ikumanik¦oq	N	–up, –ut
ikumasart¦oq	N	–up, –ut
ikumasinnaassu¦seq	N	–tsip, –tsit
ikumas¦oq	N	–up, –ut
ikumatiinnarpaa	V	(no generation)
ikumatita¦q	N	–p, –t
ikumatitsisarfi¦k	N	–up, –it
ikumatitsi¦vik	N	{–ffiup, –viup}, {–ffiit, –viit}
ikumavoq	V	(no generation)
ikummarippoq	V	(no generation)
ikummarissaarpoq	V	(no generation)
ikummari¦ssaat	N	{–ssaatip, –ttaatip}, {–ssaatit, –ttaatit}
ikummarissarpaa	V	(no generation)
ikummarluppoq	V	(no generation)
ikummarlussivoq	V	(no generation)
ikummarluttuaannarpoq	V	(no generation)
ikummaserpaa	V	(no generation)
ikummasersorpaa	V	(no generation)
ikummat	N	–ip, –it
ikummataavoq	V	(no generation)
ikummatissaarniarfi¦k	N	–up, –it
ikummatissa¦q	N	–p, –t
ikummatissat	N, pl.	-
ikungaannarpoq	V	(no generation)
ikungakanne¦q	N	–rup, –rit
ikunnaappaa	V	(no generation)
ikunnarpoq	V	(no generation)
ikuppaa	V	(no generation)
ikuppoq	V	(no generation)
ikuserpaa	V	(no generation)
iku¦sik	N	–tsip, –tsit
ikusimiarpaa	V	(no generation)
ikusimiarpoq	V	(no generation)
ikusimiartorpoq	V	(no generation)
ikusimmiarpaa	V	(no generation)
ikusimmippaa	V	(no generation)
ikusimmippoq	V	(no generation)
ikusippaa	V	(no generation)
ikussivoq	V	(no generation)
ikuta¦q	N	–p, –t
ikutsivoq	V	(no generation)
ikuttaasiorpoq	V	(no generation)
ikuttaat	N	–ip, –it
ikuttaavoq	V	(no generation)
ikuunaqquppoq	V	(no generation)
ikuunnappoq	V	(no generation)
ikuunnatt¦oq	N	–up, –ut
ikuusiorpoq	V	(no generation)
ikuuvoq	V	(no generation)
ila	N	–p, –t
ilaa	Interj	(no generation)
ilaaffigaa	V	(no generation)
ilaaffissa¦q	N	–p, –t
ilaaginna¦q	N	–ap, –at
ilaaginna¦q	N	–p, –t
ilaaginnarpoq	V	(no generation)
ilaaginnart¦oq	N	–up, –ut
ilaajaane¦q	N	–rup, –rit
ilaajaat	N	–ip, –it
ilaajaataavoq	V	(no generation)
ilaajaavoq	V	(no generation)
ilaajarpaa	V	(no generation)
ilaajunnaarpoq	V	(no generation)
ilaalinngisaannarpoq	V	(no generation)
ilaana	Interj	(no generation)
ilaane¦q	N	–rup, –rit
ilaannaavoq	V	(no generation)
ilaannakuus¦oq	N	–up, –ut
ilaanna¦q	N	{–p, –ap}, {–t, –at}
