Lexeme	WC	Flexion
oqarfigerul¦oorpaa	V	–uunngilaa
oqarfigineqa¦rpoq	V	–nngilaq
oqarfiginninne¦q	N	–rup, –rit
oqarfigipil¦oorpaa	V	–uunngilaa
oqarfigipiluui¦voq	V	–nngilaq
oqariaa¦seq	N	–tsip, –tsit
oqariarne¦q	N	–rup, –rit
oqariartaa¦seq	N	–tsip, –tsit
oqariartaasinnaa¦q	N	–p, –t
oqariartorfig¦aa	V	–inngilaa
oqariart¦orpoq	V	–unngilaq
oqariartortitsi¦vigaa	V	{–ffiginngilaa, –viginngilaa}
oqariartort¦oq	N	–up, –ut
oqariartuu¦ppaa	V	–tinngilaa
oqariartuussi¦voq	V	–nngilaq
oqariartuut	N	–ip, –it
oqariartuutaa¦voq	V	–nngilaq
oqariartuutig¦aa	V	–inngilaa
oqariasaa¦rpoq	V	–nngilaq
oqaria¦saarpoq	V	{–saanngilaq, –taanngilaq}
oqariataallaqqiss¦oq	N	–up, –ut
oqariataallaqqi¦ssoq	N	{–ssup, –ttup}, {–ssut, –ttut}
oqaria¦taallaqqissoq	N	{–saallaqqissup, –saallaqqittup, –taallaqqissup, –taallaqqittup}, {–saallaqqissut, –saallaqqittut, –taallaqqissut, –taallaqqittut}
oqariataallaqqissu¦seq	N	–tsip, –tsit
oqaria¦taallaqqissuseq	N	{–saallaqqissutsip, –taallaqqissutsip}, {–saallaqqissutsit, –taallaqqissutsit}
oqariataarne¦q	N	–rup, –rit
oqaria¦taarneq	N	{–saarnerup, –taarnerup}, {–saarnerit, –taarnerit}
oqariataa¦rpoq	V	–nngilaq
oqaria¦taarpoq	V	{–saanngilaq, –taanngilaq}
oqariataartart¦oq	N	–up, –ut
oqaria¦taartartoq	N	{–saartartup, –taartartup}, {–saartartut, –taartartut}
oqariataartartuu¦voq	V	–nngilaq
oqaria¦taartartuuvoq	V	{–saartartuunngilaq, –taartartuunngilaq}
oqarissaa¦rpoq	V	–nngilaq
oqarlua¦rpoq	V	–nngilaq
oqarmiu	N	–p, –t
oqarne¦q	N	–rup, –rit
oqarneraane¦q	N	–rup, –rit
oqarnikkumatu¦voq	V	–nngilaq
oqarni¦ppoq	V	–nngilaq
oqarpalla¦ppoq	V	–nngilaq
oqa¦rpallappoq	V	{–pallanngilaq, –rpallanngilaq}
oqarpallatta¦rpoq	V	–nngilaq
oqa¦rpallattarpoq	V	{–pallattanngilaq, –rpallattanngilaq}
oqa¦rpoq	V	–nngilaq
oqarsaarine¦q	N	–rup, –rit
oqarsaa¦rpaa	V	–nngilaa
oqarsii¦vaa	V	–nngilaa
oqarsinnaat	N, pl.	-
oqarsorfig¦aa	V	–inngilaa
oqar¦sorfigaa	V	{–sorfiginngilaa, –torfiginngilaa}
oqars¦orpoq	V	–unngilaq
oqar¦sorpoq	V	{–sunngilaq, –tunngilaq}
oqartarinngilaq	V	(no generation)
oqartarne¦q	N	–rup, –rit
oqartoorne¦q	N	–rup, –rit
oqart¦oorpoq	V	–uunngilaq
oqartoqanngilaq	V	(no generation)
oqartussaaffeqarfi¦k	N	–up, –it
oqartussaaffig¦aa	V	–inngilaa
oqartussaaffi¦k	N	–up, –it
oqartussaaqataalerne¦q	N	–rup, –rit
oqar¦tussaaqataalerneq	N	{–tussaaqataalernerup, –sussaaqataalernerup}, {–tussaaqataalernerit, –sussaaqataalernerit}
oqartussaaqataane¦q	N	–rup, –rit
oqar¦tussaaqataaneq	N	{–tussaaqataanerup, –sussaaqataanerup}, {–tussaaqataanerit, –sussaaqataanerit}
oqartussaas¦oq	N	–up, –ut
oqartussaasoqarfi¦k	N	–up, –it
oqartussaassuseqarne¦q	N	–rup, –rit
oqar¦tussaassuseqarneq	N	{–tussaassuseqarnerup, –sussaassuseqarnerup}, {–tussaassuseqarnerit, –sussaassuseqarnerit}
oqartussaasut	N, pl.	-
oqartussaatitaas¦oq	N	–up, –ut
oqartussaatita¦q	N	–p, –t
oqartussaavinne¦q	N	–rup, –rit
oqar¦tussaavinneq	N	{–tussaavinnerup, –sussaavinnerup}, {–tussaavinnerit, –sussaavinnerit}
oqartussaa¦voq	V	–nngilaq
oqartussaqarfi¦k	N	–up, –it
oqartussat	N, pl.	-
oqartussatuaaniart¦oq	N	–up, –ut
oqarumarpianngits¦oq	N	–up, –ut
oqaruserajuppoq	V	(no generation)
oqaruserfig¦aa	V	–inngilaa
oqaruserne¦q	N	–rup, –rit
oqarus¦erpoq	V	–inngilaq
oqarusiut	N	–ip, –it
oqarusiutaa¦voq	V	–nngilaq
oqarusiutig¦aa	V	–inngilaa
oqarusu¦ppoq	V	–nngilaq
oqasisa¦rpoq	V	–nngilaq
oqasisartaanna¦rpoq	V	–nngilaq
oqasissa¦q	N	–p, –t
oqassaanngilaq	V	(no generation)
oqassaanngissu¦seq	N	–tsip, –tsit
oqassaanngits¦oq	N	–up, –ut
oqassarl¦erpoq	V	–inngilaq
oqassarlersi¦ppaa	V	–nngilaa
oqassarliu¦ppaa	V	–tinngilaa
oqassatanngueru¦ppoq	V	–tinngilaq
oqatsiaat	N	–ip, –it
oqatsiaat	N, pl.	-
oqatsiaatig¦aa	V	–inngilaa
oqatsiarne¦q	N	–rup, –rit
oqatsiarpoq	V	(no generation)
oqersa¦rpoq	V	–nngilaq
oqig¦aa	V	–inngilaa
oqiginni¦ppoq	V	–nngilaq
oqigis¦oorpaa	V	–uunngilaa
oqigivi¦ppaa	V	–nngilaa
oqilaalli¦voq	V	–nngilaq
oqilaalu¦k	N	–up, –it
oqilaa¦ppoq	V	{–nngilaq, –tinngilaq}
oqilaaqaaq	V	(no generation)
oqilaneqqisaanne¦q	N	–rup, –rit
oqilanerul¦erpoq	V	–inngilaq
oqilasaa¦rpoq	V	–nngilaq
oqilas¦ooq	N	–uup, –uut
oqila¦sooq	N	{–suup, –tuup}, {–suut, –tuut}
oqilavallaanngilaq	V	(no generation)
oqilavi¦ppoq	V	–nngilaq
oqila¦voq	V	–nngilaq
oqilialla¦ppoq	V	–nngilaq
oqiliallassimas¦oq	N	–up, –ut
oqiliart¦orpoq	V	–unngilaq
oqiline¦q	N	–rup, –rit
oqilisaaffigineqa¦rpoq	V	–nngilaq
oqilisaaffigisa¦q	N	–p, –t
oqilisaane¦q	N	–rup, –rit
oqilisaanneqarne¦q	N	–rup, –rit
oqilisaa¦ppaa	V	–tinngilaa
oqilisaassine¦q	N	–rup, –rit
oqilisaassinertal¦ik	N	{–iup, –lip, –lup}, –lit
oqilisaassissut	N	–ip, –it
oqilisaassissut	N, pl.	-
oqilisaassi¦voq	V	–nngilaq
oqili¦sippaa	V	{–sinngilaa, –tinngilaa}
oqilissut	N	–ip, –it
oqili¦vaa	V	–nngilaa
oqili¦voq	V	–nngilaq
oqilla¦ppoq	V	–nngilaq
oqillassa¦rpaa	V	–nngilaa
oqillassa¦rpoq	V	–nngilaq
oqillassimaarpoq	V	(no generation)
oqillatsi¦ppoq	V	–nngilaq
oqillisi¦ppaa	V	–nngilaa
oqilli¦voq	V	–nngilaq
oqilluaari¦ppoq	V	–nngilaq
oqilluaarissi¦voq	V	–nngilaq
oqiluallag¦aa	V	–inngilaa
oqilualla¦ppoq	V	–nngilaq
oqimaag¦aa	V	–inngilaa
oqimaaginni¦ppoq	V	–nngilaq
oqimaagis¦oorpaa	V	–uunngilaa
oqimaalline¦q	N	–rup, –rit
oqimaallisi¦ppaa	V	–nngilaa
oqimaalli¦voq	V	–nngilaq
oqimaaloqut¦aq	N	{–ap, –tap}, {–at, –tat}
oqimaalutaane¦q	N	–rup, –rit
oqimaalutaaqqinne¦q	N	–rup, –rit
oqimaalutaaqqissaarne¦q	N	–rup, –rit
oqimaalutaasarfi¦k	N	–up, –it
oqimaalutaasart¦oq	N	–up, –ut
oqimaalutaat	N	–ip, –it
oqimaalutaavi¦k	N	–up, –it
oqimaalutaa¦vik	N	{–ffiup, –viup}, {–ffiit, –viit}
oqimaalutaa¦voq	V	–nngilaq
oqimaalut¦aq	N	{–ap, –tap}, {–at, –tat}
oqimaaluta¦rpaa	V	–nngilaa
oqimaalut¦serpaa	V	{–alinngilaa, –sinngilaa}
oqimaalut¦siivoq	V	{–aliinngilaq, –siinngilaq}
oqimaanaa¦rpaa	V	–nngilaa
oqimaannerus¦oq	N	–up, –ut
oqimaannerussu¦seq	N	–tsip, –tsit
oqimaappallaarne¦q	N	–rup, –rit
oqimaappallaarsor¦aa	V	–inngilaa
oqimaappallaart¦oq	N	–up, –ut
oqimaappalutt¦oq	N	–up, –ut
oqimaa¦ppoq	V	–nngilaq
oqimaaqatigiinne¦q	N	–rup, –rit
oqimaaqatigiinnginne¦q	N	–rup, –rit
oqimaaqatigiissaarine¦q	N	–rup, –rit
oqimaaqatigiissaari¦voq	V	–nngilaq
oqimaaqatigiissa¦rpaa	V	–nngilaa
oqimaaqatigii¦ssitsineq	N	{–ssitsinerup, –tsitsinerup}, {–ssitsinerit, –tsitsinerit}
oqimaaqatigiissu¦seq	N	–tsip, –tsit
oqimaassu¦seq	N	–tsip, –tsit
oqimaassuseqart¦oq	N	–up, –ut
oqimaassusiugajunnerus¦oq	N	–up, –ut
oqimaats¦oq	N	–up, –ut
oqimaatsorsi¦orpoq	V	–unngilaq
oqimaatsorsiorti¦ppaa	V	–nngilaa
oqimaatsorsu¦aq	N	–up, –it
oqimaatsuu¦voq	V	–nngilaq
oqimangerajuppoq	V	(no generation)
oqimangerne¦q	N	–rup, –rit
oqimang¦erpoq	V	–inngilaq
oqimangiui¦ppoq	V	–nngilaq
oqimangiut	N	–ip, –it
oqimangiutaa¦voq	V	–nngilaq
oqimangiutig¦aa	V	–inngilaa
oqinaa¦rpaa	V	–nngilaa
oqinaarsi¦voq	V	–nngilaq
oqinaar¦sivoq	V	{–inngilaq, –sinngilaq}
oqinaavi¦ppaa	V	–nngilaa
oqinnersa¦q	N	–p, –t
oqinnerul¦erpoq	V	–inngilaq
oqinneruler¦sippaa	V	{–sinngilaa, –tinngilaa}
oqinnerus¦oq	N	–up, –ut
oqinnerusunngorti¦ppaa	V	–nngilaa
oqinninngu¦aq	N	–up, –it
oqippallaarsor¦aa	V	–inngilaa
oqi¦ppoq	V	–nngilaq
oqissu¦seq	N	–tsip, –tsit
oqi¦tsoq	N	{–ssup, –tsup, –ttup}, {–ssut, –tsut, –ttut}
oqitsoralaanngu¦aq	N	–up, –it
oqi¦tsoralaannguaq	N	{–ssoralaannguup, –tsoralaannguup, –ttoralaannguup}, {–ssoralaannguit, –tsoralaannguit, –ttoralaannguit}
oqitsorsi¦orpoq	V	–unngilaq
oqi¦tsorsiorpoq	V	{–ssorsiunngilaq, –tsorsiunngilaq, –ttorsiunngilaq}
oqoqarfi¦k	N	–up, –it
oqoqarne¦q	N	–rup, –rit
oqorna¦rpoq	V	–nngilaq
oqornerul¦erpoq	V	–inngilaq
oq¦orpoq	V	–unngilaq
oqorsaalluarne¦q	N	–rup, –rit
oqorsaallua¦rpoq	V	–nngilaq
oqorsaa¦ppaa	V	–tinngilaa
oqorsaas¦erpoq	V	–inngilaq
oqorsaa¦serpoq	V	{–sinngilaq, –tilinngilaq}
oqorsaat	N	–ip, –it
oqorsaataa¦voq	V	–nngilaq
oqorsaatig¦aa	V	–inngilaa
oqorsaatil¦ik	N	{–iup, –lip, –lup}, –lit
oqorsaatissa¦q	N	–p, –t
oqorsaatit	N, pl.	-
oqorsaa¦voq	V	–nngilaq
oqorsa¦rpaa	V	–nngilaa
oqorsa¦rpoq	V	–nngilaq
oqorsarsima¦voq	V	–nngilaq
oqorsi¦voq	V	–nngilaq
oqort¦oq	N	–up, –ut
oqortuinnaa¦voq	V	–nngilaq
oqorunaqaaq	V	(no generation)
oqorunarpallaanngilaq	V	(no generation)
oqoruna¦rpoq	V	–nngilaq
oqorunarsa¦rpoq	V	–nngilaq
oqorunarsi¦voq	V	–nngilaq
oqorus¦erpaa	V	–inngilaa
oqoru¦serpaa	V	{–sinngilaa, –tilinngilaa}
oqorus¦erpoq	V	–inngilaq
oqoru¦serpoq	V	{–sinngilaq, –tilinngilaq}
oqorusers¦orpaa	V	–unngilaa
oqoru¦sersorpaa	V	{–sersunngilaa, –tilersunngilaa}
oqorusers¦orpoq	V	–unngilaq
oqoru¦sersorpoq	V	{–sersunngilaq, –tilersunngilaq}
oqorut	N	–ip, –it
oqorutissia¦q	N	–p, –t
oqorutit	N, pl.	-
oqorutitaa¦rpoq	V	–nngilaq
oqorutsi¦orpoq	V	–unngilaq
oqqaki¦ppoq	V	–nngilaq
oqqanne¦q	N	–rup, –rit
oqqa¦ppaa	V	–tinngilaa
oqqarliorajuppoq	V	(no generation)
oqqarli¦orpoq	V	–unngilaq
oqqarlunne¦q	N	–rup, –rit
oqqarlu¦ppoq	V	–nngilaq
oqqarluttuune¦q	N	–rup, –rit
oqqarluut	N	–ip, –it
oqqarluutaa¦voq	V	–nngilaq
oqqartu¦voq	V	–nngilaq
oqqassaari¦voq	V	–nngilaq
oqqassine¦q	N	–rup, –rit
oqqassi¦voq	V	–nngilaq
oqqaterujoorne¦q	N	–rup, –rit
oqqateruloorpaa	V	(no generation)
oqq¦erpaa	V	–inngilaa
oqqers¦orpaa	V	–unngilaa
oqqersuiffig¦aa	V	–inngilaa
oqqersui¦voq	V	–nngilaq
oqqersuut	N	–ip, –it
oqqersuutaa¦voq	V	–nngilaq
oqqersuutig¦aa	V	–inngilaa
oqqi	N	–p, –t
oqqiffeeru¦ppoq	V	–tinngilaq
oqqiffig¦aa	V	–inngilaa
oqqiffi¦k	N	–up, –it
oqqiffissaaru¦ppoq	V	–tinngilaq
oqqiffissarsi¦orpoq	V	–unngilaq
oqqiffiullua¦rpoq	V	–nngilaq
oqqiisima¦voq	V	–nngilaq
oqqii¦voq	V	–nngilaq
oqqikkiart¦orpoq	V	–unngilaq
oqqiorfi¦k	N	–up, –it
oqqiorfissarsi¦orpoq	V	–unngilaq
oqqioriart¦orpoq	V	–unngilaq
oqqi¦orpoq	V	–unngilaq
oqqi¦ppaa	V	–nngilaa
oqqi¦ppoq	V	–nngilaq
oqqisaa¦rpoq	V	–nngilaq
oqqisimaa¦rpoq	V	–nngilaq
oqqiu¦ppoq	V	–tinngilaq
oqq¦oq	N	–up, –ut
oqqorpaa¦ppaa	V	–tinngilaa
oqqorpaassaane¦q	N	–rup, –rit
oqqorpaassaa¦voq	V	–nngilaq
oqqorpa¦rpoq	V	–nngilaq
oqqorpasi¦ppoq	V	–nngilaq
oqquanni¦ppoq	V	–nngilaq
oqquannisaa¦rpoq	V	–nngilaq
oqqua¦q	N	–p, –t
oqqua¦rpoq	V	–nngilaq
oqquarta¦q	N	–p, –t
oqquart¦oq	N	–up, –ut
oqquassu¦seq	N	–tsip, –tsit
oqquavi¦ppoq	V	–nngilaq
oqquiffi¦k	N	–up, –it
oqquiffissarsi¦orpoq	V	–unngilaq
oqquikkiart¦orpoq	V	–unngilaq
oqqui¦ppaa	V	–nngilaa
oqqui¦ppoq	V	–nngilaq
oqquisartorne¦q	N	–rup, –rit
oqquisart¦orpoq	V	–unngilaq
oqqui¦voq	V	–nngilaq
oqquj¦ooq	N	–uup, –uut
oqqummukaa¦ppaa	V	–tinngilaa
oqqum¦mukaappaa	V	{–mukaatinngilaa, –ukaatinngilaa}
oqqummukaa¦rpoq	V	–nngilaq
oqqum¦mukarpoq	V	{–mukanngilaq, –ukanngilaq}
oqqum¦ukarpoq	V	{–mukanngilaq, –ukanngilaq}
oqqu¦ppaa	V	–tinngilaa
oqqussi¦voq	V	–nngilaq
oqquusimaa¦rpoq	V	–nngilaq
oqquuts¦erpoq	V	–inngilaq
oquerulluinna¦rpoq	V	–nngilaq
oquerullu¦innarpoq	V	{–innanngilaq, –aannanngilaq}
oqueru¦ppoq	V	–tinngilaq
oquerusa¦rpaa	V	–nngilaa
oquffaari¦k	N	–p, –t
oquffaari¦k	N	–up, –it
oquiaat	N	–ip, –it
oquillisa¦rpoq	V	–nngilaq
oquippallaaqaaq	V	(no generation)
oqui¦ppoq	V	–nngilaq
oquit	N, pl.	-
oqu¦k	N	–up, –it
oqul¦ik	N	{–iup, –lip, –lup}, –lit
oqulissuu¦voq	V	–nngilaq
oqulissu¦uvoq	V	{–aanngilaq, –unngilaq}
oqul¦issuuvoq	V	{–ersuaanngilaq, –ersuunngilaq, –issuaanngilaq, –issuunngilaq}
oqumigaarne¦q	N	–rup, –rit
oqumigaa¦rpoq	V	–nngilaq
oqumi¦ppoq	V	–nngilaq
oqumme¦raq	N	–qqap, –qqat
oqummerart¦orpoq	V	–unngilaq
oqummerar¦torpoq	V	{–sunngilaq, –tunngilaq}
oqummerassa¦q	N	–p, –t
oqumm¦erpaa	V	–inngilaa
oqummersa¦q	N	–p, –t
oqummersarpaa	V	(no generation)
oqummersilaa¦rpoq	V	–nngilaq
oqumm¦ersilaarpoq	V	{–ersilaanngilaq, –issilaanngilaq}
oqummersi¦vaa	V	–nngilaa
oqumm¦ersivoq	V	{–ersinngilaq, –issinngilaq}
oqummia¦gaq	N	–kkap, –kkat
oqummiak¦oq	N	–up, –ut
oqummi¦aq	N	–ssap, –ssat
oqummiaqa¦rpoq	V	–nngilaq
oqummiaqatta¦q	N	–p, –t
oqummiarfi¦k	N	–up, –it
oqummia¦rpaa	V	–nngilaa
oqummia¦rpoq	V	–nngilaq
oqummiartuarpaa	V	(no generation)
oqummigassa¦q	N	–p, –t
oqummiss¦erpaa	V	–inngilaa
oqummiss¦erpoq	V	–inngilaq
oqummissers¦orpoq	V	–unngilaq
oqummissinert¦ooq	N	–uup, –uut
oqummissi¦vaa	V	–nngilaa
oqummissi¦voq	V	–nngilaq
oqummiunnia¦rpaa	V	–nngilaa
oqummiu¦ppaa	V	–tinngilaa
oqummiussaa¦voq	V	–nngilaq
oqummiussilaarne¦q	N	–rup, –rit
oqummiussi¦voq	V	–nngilaq
oqunne¦q	N	–rup, –rit
oqunngilaq	V	(no generation)
oqu¦ppoq	V	–tinngilaq
oquss¦erpaa	V	–inngilaa
oqussima¦voq	V	–nngilaq
oqussunni¦ppoq	V	–nngilaq
oqutt¦oq	N	–up, –ut
oquttorsuu¦voq	V	–nngilaq
oquttorsu¦uvoq	V	{–aanngilaq, –unngilaq}
oquutal¦erpoq	V	–inngilaq
oquut¦aq	N	{–ap, –tap}, {–at, –tat}
oquutarsi¦voq	V	–nngilaq
oquutart¦orpoq	V	–unngilaq
oquuts¦erpaa	V	–inngilaa
oquut¦serpaa	V	{–alinngilaa, –sinngilaa}
oquutserpoq	V	(no generation)
oquut¦sersorpaa	V	{–alersunngilaa, –sersunngilaa}
oquutsi¦orpoq	V	–unngilaq
oquutsiu¦ppaa	V	–tinngilaa
oquut¦siuppaa	V	{–aliutinngilaa, –siutinngilaa}
orfaajusaa¦rpoq	V	–nngilaq
orfaa¦voq	V	–nngilaq
orfu¦ppaa	V	–tinngilaa
oriaane¦q	N	–rup, –rit
oriarne¦q	N	–rup, –rit
oria¦rpaa	V	–nngilaa
oriartorfi¦k	N	–up, –it
oriart¦orpaa	V	–unngilaa
oriart¦orpoq	V	–unngilaq
oriorfig¦aa	V	–inngilaa
oriorne¦q	N	–rup, –rit
ori¦orpaa	V	–unngilaa
ori¦orpoq	V	–unngilaq
orissa¦q	N	–p, –t
oriu¦gaq	N	–kkap, –kkat
orleqqa¦ppaa	V	–nngilaa
orleqqassi¦voq	V	–nngilaq
orleqqa¦voq	V	–nngilaq
orl¦erpaa	V	–inngilaa
orl¦erpoq	V	–inngilaq
orlersar¦aa	V	–inngilaa
orlersimane¦q	N	–rup, –rit
orlersima¦voq	V	–nngilaq
orlingaa¦rpoq	V	–nngilaq
orlingasorujussuu¦voq	V	–nngilaq
orlingasorujussu¦uvoq	V	{–aanngilaq, –unngilaq}
orlinga¦voq	V	–nngilaq
orloqqajaas¦oq	N	–up, –ut
orloqqaja¦rpoq	V	–nngilaq
orlugaj¦ooq	N	–uup, –uut
orlugaju¦ppoq	V	–nngilaq
orlugajutt¦oq	N	–up, –ut
orlugaluttuaqaaq	V	(no generation)
orlukula¦voq	V	–nngilaq
orlukuts¦oorpoq	V	–uunngilaq
orlunavianngilaq	V	(no generation)
orlune¦q	N	–rup, –rit
orlunga¦voq	V	–nngilaq
orlusaanna¦rpoq	V	–nngilaq
orlussut	N	–ip, –it
orlussutig¦aa	V	–inngilaa
orluti¦ppaa	V	–nngilaa
orlutitsi¦voq	V	–nngilaq
orlu¦voq	V	–nngilaq
ornakk¦erpoq	V	–inngilaq
ornavaat	N	–ip, –it
ornavaffi¦k	N	–up, –it
ornavaffil¦ik	N	{–iup, –lip, –lup}, –lit
ornava¦ppoq	V	–nngilaq
orneqqu¦aa	V	–nngilaa
orngavaat	N	–ip, –it
orngavaffi¦k	N	–up, –it
orngavaffil¦ik	N	{–iup, –lip, –lup}, –lit
orngava¦ppoq	V	–nngilaq
ornig¦aa	V	–inngilaa
ornigal¦ik	N	{–iup, –lip, –lup}, –lit
orni¦gaq	N	–kkap, –kkat
ornigarneqarlua¦rpoq	V	–nngilaq
ornigarpaat	N, pl.	-
ornigassa¦q	N	–p, –t
ornigina¦rpoq	V	–nngilaq
orniginarti¦ppaa	V	–nngilaa
orniginart¦oq	N	–up, –ut
orniginngilaa	V	(no generation)
ornigisaqanngissu¦seq	N	–tsip, –tsit
ornigisaqanngits¦oq	N	–up, –ut
orniguffi¦k	N	–up, –it
ornigukkumanngilaq	V	(no generation)
ornigunne¦q	N	–rup, –rit
ornigu¦ppoq	V	–tinngilaq
ornigussinnaanngilaq	V	(no generation)
ornigussinnaatitaassut	N	–ip, –it
orniguteqqi¦ppoq	V	–nngilaq
ornigut¦eqqusineq	N	{–eqqusinerup, –seqqusinerup}, {–eqqusinerit, –seqqusinerit}
ornigut¦eqqusissut	N	{–eqqusissutip, –seqqusissutip}, {–eqqusissutit, –seqqusissutit}
orniguteriikata¦ppoq	V	–nngilaq
ornigutilussinna¦rpoq	V	–nngilaq
ornigu¦tipallappoq	V	{–ppallanngilaq, –terpallanngilaq, –tipallanngilaq, –tippallanngilaq, –tsipallanngilaq, –tsippallanngilaq}
ornigutissaa¦rpoq	V	–nngilaq
ornigut¦issaarpoq	V	{–issaanngilaq, –sissaanngilaq}
ornigutissamaa¦rpoq	V	–nngilaq
orniguttarne¦q	N	–rup, –rit
ornigutt¦oq	N	–up, –ut
orniguttutuaa¦voq	V	–nngilaq
ornikkumajunnaarsippaa	V	(no generation)
ornikkumanngilaa	V	(no generation)
ornikkuminaakkaluaqaaq	V	(no generation)
ornikkuminaakkalua¦rpoq	V	–nngilaq
ornikkuminaakkuna¦rpoq	V	–nngilaq
ornikkuminaa¦ppoq	V	–nngilaq
ornilisit	N	–ip, –it
orninneqarsinnaas¦oq	N	–up, –ut
orninngikkallassavaa	V	(no generation)
orninngitsoorpaa	V	(no generation)
orni¦ppaa	V	–nngilaa
ornissa¦vaa	V	–nngilaa
ornit	N, pl.	-
ornita¦q	N	–p, –t
ornitassa¦q	N	–p, –t
ornittaanna¦rpaa	V	–nngilaa
ornittaa¦voq	V	–nngilaq
ornitta¦gaq	N	–kkap, –kkat
orpeqannginnersa¦q	N	–p, –t
orpeqanngits¦oq	N	–up, –ut
orpeqarfi¦k	N	–up, –it
orpeqarne¦q	N	–rup, –rit
orpeqart¦oq	N	–up, –ut
orpigaa¦raq	N	–qqap, –qqat
orpigal¦ik	N	{–iup, –lip, –lup}, –lit
orpigangas¦oq	N	–up, –ut
orpi¦gaq	N	–kkap, –kkat
orpigaqarfi¦k	N	–up, –it
orpigaqa¦rpoq	V	–nngilaq
orpiia¦gaq	N	–kkap, –kkat
orpi¦k	N	{–up, –ngup}, {–it, –ngit}
orpikkat	N, pl.	-
orpiliaa¦raq	N	–qqap, –qqat
orpilianngu¦aq	N	–up, –it
orpilia¦q	N	–p, –t
orpili¦aq	N	–ssap, –ssat
orpiliaqataa¦voq	V	–nngilaq
orpiliarne¦q	N	–rup, –rit
orpilia¦rpoq	V	–nngilaq
orpiliarsu¦aq	N	–up, –it
orpiliassa¦q	N	–p, –t
orpiliassia¦q	N	–p, –t
orpimmiutaania¦q	N	–p, –t
orpimmiut¦aq	N	{–ap, –tap}, {–at, –tat}
orpimmiutarsu¦aq	N	–up, –it
orpinngu¦aq	N	–up, –it
orpinnguarpaa	V	(no generation)
orpinnguarti¦ppoq	V	–nngilaq
orpi¦ppaa	V	{–nngilaa, –tinngilaa}
orpippal¦ik	N	{–iup, –lip, –lup}, –lit
orpippassualerine¦q	N	–rup, –rit
orpippassualia¦rpoq	V	–nngilaq
orpippassual¦ik	N	{–iup, –lip, –lup}, –lit
orpippassuaqangaart¦oq	N	–up, –ut
orpippassuaqanngits¦oq	N	–up, –ut
orpippassuaqarfi¦k	N	–up, –it
orpippassuaqart¦oq	N	–up, –ut
orpippassuit	N, pl.	-
orpissu¦aq	N	–up, –it
orpivi¦k	N	–up, –it
orraalaa¦rpoq	V	–nngilaq
orraane¦q	N	–rup, –rit
orraasaanna¦rpoq	V	–nngilaq
orraasorsu¦uvoq	V	{–aanngilaq, –unngilaq}
orraavallaa¦rpoq	V	–nngilaq
orraa¦voq	V	–nngilaq
orrajaa¦ppoq	V	–nngilaq
orrajaats¦oq	N	–up, –ut
orrajaavi¦ppoq	V	–nngilaq
orrajag¦aa	V	–inngilaa
orrajajua¦rpoq	V	–nngilaq
orrajaqaaq	V	(no generation)
orrajas¦oq	N	–up, –ut
orraja¦voq	V	–nngilaq
orrajoqisaa¦rpoq	V	–nngilaq
orrajoqisaarti¦ppaa	V	–nngilaa
orralla¦ppoq	V	–nngilaq
orrallatsi¦ppaa	V	–nngilaa
orrallatt¦oorpoq	V	–uunngilaq
orrarippallaaqaaq	V	(no generation)
orrari¦ppoq	V	–nngilaq
orrarissi¦voq	V	–nngilaq
orrarlu¦ppoq	V	–nngilaq
orrarluttunng¦orpoq	V	–unngilaq
orroriu¦ppoq	V	–tinngilaq
orru¦ppaa	V	–tinngilaa
orrutig¦aa	V	–inngilaa
orsaalla¦ppoq	V	–nngilaq
orse¦q	N	–rup, –rit
orserfi¦k	N	–up, –it
orserisuu¦voq	V	–nngilaq
ors¦erisuuvoq	V	{–erisuunngilaq, –ulerisuunngilaq}
ors¦erivoq	V	{–erinngilaq, –ulerinngilaq}
ors¦erpaa	V	–inngilaa
ors¦erpoq	V	–inngilaq
orsersaa¦rpoq	V	–nngilaq
orsersorfi¦k	N	–up, –it
orsers¦orpaa	V	–unngilaa
orsers¦orpoq	V	–unngilaq
orsersortarfi¦k	N	–up, –it
orsersuut	N	–ip, –it
orser¦suut	N	{–suutip, –tuutip}, {–suutit, –tuutit}
orsiaat	N	–ip, –it
orsia¦rpoq	V	–nngilaq
orsiartaat	N	–ip, –it
orsiine¦q	N	–rup, –rit
orsii¦voq	V	–nngilaq
orsil¦erpaa	V	–inngilaa
orsil¦ik	N	{–iup, –lip, –lup}, –lit
orsillua¦rpoq	V	–nngilaq
orsinngujui¦ppoq	V	–nngilaq
orsinngu¦voq	V	–nngilaq
orsi¦orpoq	V	–unngilaq
orsiukkumanngilaa	V	(no generation)
orsiu¦ppaa	V	–tinngilaa
orsiut	N	–ip, –it
orsiutit	N, pl.	-
orsivaa¦rpoq	V	–nngilaq
orsivi¦k	N	–up, –it
orsivissu¦aq	N	–up, –it
orsi¦voq	V	–nngilaq
ors¦oq	N	–up, –ut
orsoqarluart¦oq	N	–up, –ut
orsoqart¦oq	N	–up, –ut
orsorasa¦ppoq	V	–nngilaq
orsorasattuinnaa¦voq	V	–nngilaq
orsorsi¦voq	V	–nngilaq
orsortaajaane¦q	N	–rup, –rit
orsortaaja¦rpaa	V	–nngilaa
orsorta¦q	N	–p, –t
Orsort¦ooq	N	–uup, –uut
Orsort¦ooq	Prop	–uup
